Name 	 Score 	 Formula 																											
frequency 	0	 {\displaystyle R_{n}(x)\ {\stackrel {\mathrm {def} }{=}}\ T_{n}\left({\frac {x-1}{x+1}}\right)} 																											
frequency 	0	 {\displaystyle T:\mathbf {v} \mapsto \lambda \mathbf {v} } 																											
frequency 	0	 {\displaystyle T=KP_{pre}d} 																											
frequency 	0	 {\displaystyle Z=\sum _{r}{\exp {\frac {-E_{r}}{kT}}}} 																											
frequency 	0	 {\displaystyle T_{p}={\frac {b\ \gamma (T,RH)}{a-\gamma (T,RH)}}} 																											
frequency 	0	 {\displaystyle (X,{\mathcal {B}},\mu ,T)} 																											
frequency 	0	 {\displaystyle J=-A/T} 																											
frequency 	0	 {\displaystyle R_{\mu \nu }=T_{\mu \nu }\,} 																											
frequency 	0	 {\displaystyle {\frac {\kappa }{\sigma }}=LT} 																											
frequency 	0	 {\displaystyle V(x)=\max _{a\in \Gamma (x)}\{F(x,a)+\beta V(T(x,a))\}} 																											
frequency 	0	 {\displaystyle T={\frac {\ln(2)}{\ln(1+r)}}} 																											
frequency 	0	 {\displaystyle {\cfrac {G+C}{A+T+G+C}}} 																											
frequency 	0	 {\displaystyle K={\frac {q}{\Delta T}}} 																											
frequency 	0	 {\displaystyle I_{diode}={\dfrac {U_{IN}-U_{OUT}}{R_{\Omega }}}} 																											
frequency 	0	 {\displaystyle X_{T}=C+\mu RX} 																											
frequency 	0	 {\displaystyle P(t,T)=\mathbb {E} ^{Q}\left[\left.\exp {\left(-\int _{t}^{T}r_{s}\,ds\right)}\right|{\mathcal {F}}_{t}\right]} 																											
frequency 	0	 {\displaystyle {\frac {\mathrm {d} \varepsilon }{\mathrm {d} t}}={\frac {C\sigma ^{m}}{d^{b}}}e^{\frac {-Q}{kT}}} 																											
frequency 	0	 {\displaystyle x^{T}Ax\geq 0} 																											
frequency 	0	 {\displaystyle \lim _{T\to T_{\mathrm {H} }}\operatorname {tr} \exp(-H/k_{\mathrm {B} }T)=\infty } 																											
frequency 	0	 {\displaystyle R_{n}={\frac {e^{2}}{4kT_{0}\,\Delta f}}} 																											
frequency 	0	 {\displaystyle \alpha _{A}={\frac {1}{A}}{\frac {\mathrm {d} A}{\mathrm {d} T}}} 																											
frequency 	0	 {\displaystyle \langle T,\alpha \rangle } 																											
frequency 	0	 {\displaystyle {\frac {1}{K}}\,d_{T}(g,h)\leq d_{S}(g,h)\leq K\,d_{T}(g,h)} 																											
frequency 	0	 {\displaystyle T_{L}={\frac {T_{N}}{cos(\theta )}}} 																											
frequency 	0	 {\displaystyle \tau _{\text{N}}=\tau _{0}\exp \left({\frac {KV}{k_{\text{B}}T}}\right)} 																											
frequency 	0	 {\displaystyle \ ST={\frac {k(\mathrm {Span} )}{RBW^{2}}}} 																											
frequency 	0	 {\displaystyle h={\frac {q}{T_{\mathrm {s} }-T_{\mathrm {r} }}}} 																											
frequency 	0	 {\displaystyle T_{\mu \nu }=-{\frac {2}{\sqrt {\det g}}}{\frac {\delta S}{\delta g^{\mu \nu }}}=-{\frac {2}{\sqrt {\det g}}}{\frac {\partial ({\sqrt {\det g}}{\mathcal {L}})}{\partial g^{\mu \nu }}}=-2{\frac {\partial {\mathcal {L}}}{\partial g^{\mu \nu }}}+g_{\mu \nu }{\mathcal {L}}} 																											
frequency 	0	 {\displaystyle \Delta (T=0)=1.764\,k_{B}T_{c}} 																											
frequency 	0	 {\displaystyle Y=-G/T} 																											
frequency 	0	 {\displaystyle \operatorname {Gram} (A)=\det(A^{T}A)} 																											
frequency 	0	 {\displaystyle {\mathit {Bz}}={\frac {\rho vc_{p}}{\varepsilon \sigma T^{3}}}} 																											
frequency 	0	 {\displaystyle \sigma (T)=\sigma _{p}(T)\cup \sigma _{c}(T)\cup \sigma _{r}(T)} 																											
frequency 	0	 {\displaystyle p={\frac {RT}{V-b}}-{\frac {a}{V^{5/3}}}} 																											
frequency 	0	 {\displaystyle {\mathcal {E}}^{(0)}=\left\{z\in \mathbb {R} ^{n}\ \ (z-x_{0})^{T}P_{(0)}^{-1}(z-x_{0})\leqslant 1\right\}} 																											
frequency 	0	 {\displaystyle G=H-TS} 																											
frequency 	0	 {\displaystyle T_{\mathrm {amortized} }(o)=T_{\mathrm {actual} }(o)+C\cdot (\Phi (S_{\mathrm {after} })-\Phi (S_{\mathrm {before} }))} 																											
frequency 	0	 {\displaystyle \lbrace (x,y)\in X\times Y\mid Tx=y\rbrace } 																											
frequency 	0	 {\displaystyle \sigma _{f}={\sqrt {\frac {kT}{mc^{2}}}}f_{0}} 																											
frequency 	0	 {\displaystyle +_{*}T(E\times E)\to TE,\qquad \lambda _{*}TE\to TE} 																											
frequency 	0	 {\displaystyle x(N)={1 \over N+1}\sum _{n=0}^{N}T^{n}(x)} 																											
frequency 	0	 {\displaystyle \sigma _{ab}=|T_{ab}|^{2}{\frac {p_{b}^{2}}{v_{a}v_{b}}}(2j_{b}+1)(2j_{B}+1)} 																											
frequency 	0	 {\displaystyle \|T\|_{p}={\bigg (}\sum _{n\geq 1}s_{n}^{p}(T){\bigg )}^{1/p}} 																											
frequency 	0	 {\displaystyle T_{\text{wbgt}}=0.7T_{\text{wet-bulb}}+0.2T_{\text{globe}}+0.1T_{\text{dry-bulb}}} 																											
gravitational acceleration 	1	 {\displaystyle r_{\text{isco}}={\frac {6GM}{c^{2}}}=3R_{\text{Schwarzschild}}} 																											
gravitational acceleration 	2	 {\displaystyle {\vec {g}}=-{\frac {GM}{{R}^{2}}}{\vec {r}}} 																											
gravitational acceleration 	0	 {\displaystyle {\begin{aligned}R^{-1}&amp	Fehler:533	Fehler:539																									
gravitational force 	1	 {\displaystyle U=-{\frac {GMm}{r}}} 																											
gravitational force 	2	 {\displaystyle {\vec {F}}_{g}=-{\frac {Gm_{1}m_{2}}{r^{2}}}{\hat {r}}} 																											
gravitational force 	1	 {\displaystyle {\vec {g}}=-{\frac {Gm_{\oplus }}{{R_{\oplus }}^{2}}}{\vec {r}}} 																											
gravitational force 	2	 {\displaystyle -{\frac {Gm_{1}m_{2}}{r^{2}}}=m_{2}A_{2}} 																											
gravitational force 	2	 {\displaystyle F=G{\frac {m_{1}m_{2}}{r^{2}}}} 																											
gravitational force 	0	 {\displaystyle {\begin{aligned}R^{-1}&amp	Fehler:533	Fehler:539																									
gravitational potential 	2	 {\displaystyle U=-{\frac {GMm}{r}}} 																											
gravitational potential 	0	 {\displaystyle {\begin{aligned}R^{-1}&amp	Fehler:533	Fehler:539																									
hamiltonian operator 	2	 {\displaystyle \epsilon H=p(t)(q(t+\epsilon )-q(t))-\epsilon L} 																											
hamiltonian operator 	0	 {\displaystyle Sp_{2}(\mathbb {F} _{q})=\left\{g\in GL_{2n}(\mathbb {F} _{q})\mid ^{t}gJg=J\right\}} 																											
hamilton-jacobi equation 	2	 {\displaystyle {\frac {\partial S}{\partial t}}=-H} 																											
hamilton-jacobi equation 	0	 {\displaystyle ABSI={WC \over {BMI^{2 \over 3}\times Height^{1 \over 2}}}} 																											
hooke's law 	0	 {\displaystyle f_{X}(x	n)={\frac {1}{2(n-1)!}}\sum _{k=0}^{n}(-1)^{k}{n \choose k}(x-k)^{n-1}\operatorname {sgn}(x-k)} 																										
hooke's law 	0	 {\displaystyle X_{k}=\sum _{n=0}^{N-1}x_{n}e^{-{\frac {2\pi i}{N}}nk}} 																											
hooke's law 	0	 {\displaystyle X_{k+1}=g\cdot X_{k}~~{\bmod {~}}~n} 																											
hooke's law 	0	 {\displaystyle H^{k}(X	R)\times H^{\ell }(X	R)\to H^{k+\ell }(X	R)} 																								
hooke's law 	0	 {\displaystyle \left({\frac {\sum _{k=1}^{n}X_{k}}{n}}\right)_{n\in \mathbb {N} }} 																											
hooke's law 	0	 {\displaystyle f_{k}=P[X_{i}=hk]} 																											
hooke's law 	0	 {\displaystyle f_{X}(x	n)={\frac {n}{2(n-1)!}}\sum _{k=0}^{n}(-1)^{k}{n \choose k}(nx-k)^{n-1}\operatorname {sgn}(nx-k)} 																										
hooke's law 	0	 {\displaystyle M{\ddot {X}}=-\nabla U(X)-\gamma {\dot {X}}+{\sqrt {2\gamma k_{B}T}}R(t)\,} 																											
hooke's law 	0	 {\displaystyle Z={\sqrt {\sum _{i=1}^{k}\left({\frac {X_{i}}{\sigma _{i}}}\right)^{2}}}} 																											
hooke's law 	0	 {\displaystyle X(t)=((k+\cos(t))\cos(t),(j+\cos(t))\sin(t),\sin(t))} 																											
hooke's law 	0	 {\displaystyle X_{\mu }^{k}(\sigma ,\theta )=x_{\mu }^{k}+O(\sigma ,\theta )} 																											
hooke's law 	0	 {\displaystyle \operatorname {E} [X]=x_{1}p_{1}+x_{2}p_{2}+\cdots +x_{k}p_{k}\	} 																										
hooke's law 	0	 {\displaystyle |X_{k}-X_{k-1}|&lt	c_{k},} 																										
hooke's law 	0	 {\displaystyle p=\sum _{k}p_{k}X^{k},\quad p_{k}\in \mathbb {F} } 																											
hooke's law 	0	 {\displaystyle G=\left\vert 1-\sum _{k=2}^{n}(X_{k}-X_{k-1})(Y_{k}+Y_{k-1})\right\vert } 																											
hooke's law 	0	 {\displaystyle X_{t}^{\tau _{k}}=X_{\min\{t,\tau _{k}\}}} 																											
hooke's law 	0	 {\displaystyle p_{X}(k)=e^{-\lambda }{\frac {\lambda ^{k}}{k!}}} 																											
hooke's law 	0	 {\displaystyle F=kX} 																											
hooke's law 	0	 {\displaystyle X_{i}=(X_{i-a}+X_{i-b}+...+X_{i-k})\mod (2^{m})} 																											
hooke's law 	0	 {\displaystyle X_{2k}^{2}\sim -2\sum _{i=1}^{k}\ln(p_{i})} 																											
hooke's law 	0	 {\displaystyle X_{k}=\sum _{i=1}^{S}g_{k}^{i}\cdot M_{i}} 																											
hooke's law 	0	 {\displaystyle 2^{k}{|X| \choose k}} 																											
hooke's law 	0	 {\displaystyle k\cdot (X\cdot v)=(\operatorname {Ad} (k)X)\cdot (k\cdot v)} 																											
hooke's law 	0	 {\displaystyle \Pr(X=k)=(1-p)^{k-1}} 																											
hooke's law 	0	 {\displaystyle X_{t}=\sum _{k=1}^{\infty }Z_{k}e_{k}(t)} 																											
hooke's law 	0	 {\displaystyle \mathrm {Res} _{L/k}X(S)=X(S\times _{k}L)} 																											
hooke's law 	0	 {\displaystyle \operatorname {Griff} ^{k}(X)=Z^{k}(X)_{\mathrm {hom} }/Z^{k}(X)_{\mathrm {alg} }} 																											
hooke's law 	0	 {\displaystyle \pi _{s}^{p}(X)=\varinjlim _{k}{[\Sigma ^{k}X,S^{p+k}]}} 																											
kinetic energy 	0	 {\displaystyle \Delta v\ =V_{e}\ln {\frac {m_{0}}{m_{1}}}} 																											
kinetic energy 	0	 {\displaystyle {\frac {\lambda }{1+\lambda }}\nabla \cdot (\mathbf {\Sigma } _{i}\nabla v)=\chi (C_{m}{\frac {\partial v}{\partial t}}+I_{\text{ion}})} 																											
kinetic energy 	0	 {\displaystyle e_{v}=m_{v}g_{v}r\ln \left({S \over r}\right)} 																											
kinetic energy 	0	 {\displaystyle \delta t=L\left({\frac {1}{v_{1}}}-{\frac {1}{v_{2}}}\right)\approx {\frac {Lc}{2p^{2}}}(m_{1}^{2}-m_{2}^{2})} 																											
kinetic energy 	0	 {\displaystyle \lambda ={\frac {h}{p}}={\frac {h}{mv}}} 																											
kinetic energy 	0	 {\displaystyle \theta =\pi -2b\int _{r_{\mathrm {min} }}^{\infty }{\frac {dr}{r^{2}{\sqrt {1-(b/r)^{2}-2U/mv_{\infty }^{2}}}}}} 																											
kinetic energy 	0	 {\displaystyle v_{\mathrm {rms} }={\sqrt {{3RT} \over {M_{m}}}}} 																											
kinetic energy 	1	 {\displaystyle {\vec {F}}=-{\frac {mv^{2}{\hat {r}}}{r}}} 																											
kinetic energy 	0	 {\displaystyle N_{mg}=B{\sqrt {\frac {l\sigma }{\eta v}}}} 																											
kinetic energy 	0	 {\displaystyle {\frac {1}{2}}mv^{2}=eV_{ion}} 																											
kinetic energy 	0	 {\displaystyle E_{D}={\frac {1}{4\pi \epsilon _{0}^{2}}}{\frac {ne^{3}\ln \Lambda }{m_{e}v_{Te}^{2}}}} 																											
kinetic energy 	0	 {\displaystyle {\frac {1}{v\left[\left({p_{0}}/{p}\right)-1\right]}}={\frac {c-1}{v_{\mathrm {m} }c}}\left({\frac {p}{p_{0}}}\right)+{\frac {1}{v_{m}c}},\qquad (1)} 																											
kinetic energy 	0	 {\displaystyle m={\frac {(1+CurrencyDrainRatio)}{(CurrencyDrainRatio+DesiredReserveRatio)}}} 																											
kinetic energy 	0	 {\displaystyle v=m/V} 																											
kinetic energy 	0	 {\displaystyle \Delta v=v_{\text{e}}\ln {\frac {m_{0}}{m_{f}}}} 																											
kinetic energy 	0	 {\displaystyle TRevPAR=TotalRevenue/RoomsAvailable} 																											
kinetic energy 	0	 {\displaystyle SR={\frac {CompoundROR}{ABS(Avg.AnnualDD-10\%)}}} 																											
kinetic energy 	0	 {\displaystyle \sum _{i}m_{i}v_{i}^{2}} 																											
kinetic energy 	0	 {\displaystyle \int _{Y}^{*}H_{m-n}(A\cap f^{-1}(y))\,dH_{n}(y)\leq {\frac {v_{m-n}v_{n}}{v_{m}}}({\text{Lip }}f)^{n}H_{m}(A)} 																											
kinetic energy 	0	 {\displaystyle PI={\frac {v_{systole}-v_{diastole}}{v_{mean}}}} 																											
kinetic energy 	0	 {\displaystyle m={\frac {m_{0}}{\sqrt {1-(v/c)^{2}}}}} 																											
kinetic energy 	0	 {\displaystyle T={\frac {1}{2}}mv^{2}} 																											
kinetic energy 	0	 {\displaystyle B_{m}=\sum _{k=0}^{m}\sum _{v=0}^{k}(-)^{v}{\binom {k}{v}}{\frac {v^{m}}{k+1}}} 																											
kinetic energy 	0	 {\displaystyle \Delta p=p_{i,x}-p_{f,x}=p_{i,x}-(-p_{i,x})=2p_{i,x}=2mv_{x}} 																											
kinetic energy 	0	 {\displaystyle {\bar {d}}=k{D_{v}\cdot R\cdot \nu _{m}\cdot \epsilon  \over D_{s}\cdot N\cdot \nu _{l}\cdot C_{s}}} 																											
kinetic energy 	0	 {\displaystyle {\frac {L_{vap}}{T_{boiling}}}\approx 87-88{\frac {J}{Kmol}}} 																											
kinetic energy 	0	 {\displaystyle f(v)={\sqrt {\left({\frac {m}{2\pi kT}}\right)^{3}}}\,4\pi e^{-{\frac {mv^{2}}{2kT}}}} 																											
lagrangian operator 	0	 {\displaystyle W_{\mathrm {SWU} }=P\cdot V\left(x_{p}\right)+T\cdot V(x_{t})-F\cdot V(x_{f})} 																											
lagrangian operator 	0	 {\displaystyle FMV\,=\,{VBAB*TAB_{factor}}} 																											
lagrangian operator 	0	 {\displaystyle V_{R}^{\circ }={\frac {j}{m}}F(t_{R}-t_{o}){\frac {T}{273.15}}} 																											
lagrangian operator 	0	 {\displaystyle BRN={\frac {(g/T_{v})\Delta \theta _{v}\Delta z}{(\Delta U)^{2}+(\Delta V)^{2}}}} 																											
lagrangian operator 	0	 {\displaystyle dU=T\,dS-P\,dV+\mu \,dM} 																											
lagrangian operator 	0	 {\displaystyle \gamma V^{2/3}=k(T_{c}-T)} 																											
lagrangian operator 	0	 {\displaystyle p={\frac {RT}{V-b}}\exp \left(-{\frac {a}{RTV}}\right)} 																											
lagrangian operator 	1	 {\displaystyle L(q_{i},{\dot {q}}_{i})=T(q_{i},{\dot {q}}_{i})-V(q_{i})} 																											
lagrangian operator 	0	 {\displaystyle k_{t}={\frac {t_{v}}{T_{N}}}={\frac {t_{N}-t_{NV}}{T_{N}}}} 																											
lagrangian operator 	0	 {\displaystyle T=\left({\frac {\partial U}{\partial S}}\right)_{V,N}} 																											
lagrangian operator 	0	 {\displaystyle \alpha _{p}={\frac {1}{p}}\left({\frac {\partial p}{\partial T}}\right)_{V}} 																											
lagrangian operator 	0	 {\displaystyle RT=\left(P+{\frac {a}{V_{\text{m}}^{2}}}\right)(V_{\text{m}}-b)} 																											
lagrangian operator 	0	 {\displaystyle PV=nRT} 																											
lagrangian operator 	0	 {\displaystyle RT_{60}={\frac {24\ln 10^{1}}{c_{20}}}{\frac {V}{Sa}}\approx 0.1611\,\mathrm {s} \mathrm {m} ^{-1}{\frac {V}{Sa}}} 																											
lagrangian operator 	0	 {\displaystyle {\mathit {Gr}}={\frac {l^{3}g\alpha _{V}\Delta T}{\nu ^{2}}}} 																											
lagrangian operator 	0	 {\displaystyle {\frac {P_{1}V_{1}}{T_{1}}}={\frac {P_{2}V_{2}}{T_{2}}}} 																											
lagrangian operator 	0	 {\displaystyle {\dot {V}}=V_{T}\times f} 																											
lagrangian operator 	0	 {\displaystyle \sum _{i}n_{i}\mathrm {d} \mu _{i}=-S\mathrm {d} T+V\mathrm {d} p} 																											
lagrangian operator 	0	 {\displaystyle PV=nRT=mR_{\rm {specific}}T\,\!} 																											
lagrangian operator 	0	 {\displaystyle \ln {\frac {p}{p_{\mathrm {sat} }}}={\frac {2\gamma V_{\mathrm {m} }}{rRT}}} 																											
lagrangian operator 	0	 {\displaystyle \varkappa _{T}=-{\frac {1}{V}}\left({\frac {\partial V}{\partial p}}\right)_{T}} 																											
lagrangian operator 	0	 {\displaystyle SBSI={\frac {(H^{\frac {7}{4}}).(WC^{\frac {5}{6}})}{BSA.VTC}}} 																											
lagrangian operator 	0	 {\displaystyle K_{C}={\frac {VT}{L}}} 																											
lagrangian operator 	0	 {\displaystyle V=(HH\cdot TR\cdot TU)+(HH\cdot TR\cdot MR\cdot RR\cdot RU)} 																											
lagrangian operator 	0	 {\displaystyle E=T+V} 																											
lagrangian operator 	0	 {\displaystyle V\propto T} 																											
lagrangian operator 	0	 {\displaystyle H=T+V+V_{\text{bias}}} 																											
lagrangian operator 	0	 {\displaystyle A=T(V)/R} 																											
lagrangian operator 	0	 {\displaystyle \beta =\left({\frac {\partial p}{\partial T}}\right)_{V}} 																											
lagrangian operator 	0	 {\displaystyle p={\frac {R\cdot T}{V_{m}-b}}-{\frac {a(T)}{V_{m}^{2}+2\cdot b\cdot V_{m}-b^{2}}}} 																											
lagrangian operator 	0	 {\displaystyle \alpha _{V}={\frac {1}{V}}{\frac {\mathrm {d} V}{\mathrm {d} T}}} 																											
lagrangian operator 	0	 {\displaystyle I=I_{\mathrm {S} }\left(e^{qV_{\mathrm {D} } \over nkT}-1\right)} 																											
lagrangian operator 	0	 {\displaystyle V_{t}^{T}=\mathbb {E} G_{\tau ^{*}}=\sup _{t\leq \tau \leq T}\mathbb {E} G_{\tau }} 																											
lagrangian operator 	0	 {\displaystyle p={\frac {RT}{V-b}}-{\frac {a}{V^{5/3}}}} 																											
lagrangian operator 	0	 {\displaystyle {\mathit {Ra}}={\frac {l^{3}g\alpha _{V}\Delta T}{\nu \alpha }}} 																											
lagrangian operator 	0	 {\displaystyle V(x)=\max _{a\in \Gamma (x)}\{F(x,a)+\beta V(T(x,a))\}} 																											
lagrangian operator 	0	 {\displaystyle {\frac {PV}{T}}=k} 																											
lagrangian operator 	0	 {\displaystyle \tau _{\text{N}}=\tau _{0}\exp \left({\frac {KV}{k_{\text{B}}T}}\right)} 																											
lagrangian operator 	0	 {\displaystyle A=\{-V_{T}(V_{t})_{t=0}^{T}{\text{ is the price of a self-financing portfolio at each time}}\}} 																											
lagrangian operator 	0	 {\displaystyle {\mathcal {L}}=T-V} 																											
lorentz factor 	0	 {\displaystyle \langle x,v\rangle \geq c\,{\text{ and }}\langle y,v\rangle \leq c} 																											
lorentz factor 	0	 {\displaystyle \delta t=L\left({\frac {1}{v_{1}}}-{\frac {1}{v_{2}}}\right)\approx {\frac {Lc}{2p^{2}}}(m_{1}^{2}-m_{2}^{2})} 																											
lorentz factor 	0	 {\displaystyle f=\left({\frac {c+v_{\text{r}}}{c+v_{\text{s}}}}\right)f_{0}} 																											
lorentz factor 	0	 {\displaystyle S_{v}(f)={\frac {A^{2}}{2}}{\frac {cf_{0}^{2}}{c^{2}\pi ^{2}f_{0}^{4}+(f-f_{0})^{2}}},} 																											
lorentz factor 	1	 {\displaystyle \theta =c\,\mathrm {Arth} \,{\frac {v}{c}}={\frac {c}{2}}\ln {\frac {1+{\dfrac {v}{c}}}{1-{\dfrac {v}{c}}}}} 																											
lorentz factor 	2	 {\displaystyle \gamma ={\frac {1}{\sqrt {1-({\frac {v}{c}})^{2}}}}} 																											
lorentz factor 	0	 {\displaystyle v_{\text{P}}={\sqrt {\frac {G^{3}\hbar ^{3}}{c^{9}}}}} 																											
lorentz factor 	0	 {\displaystyle {Single-\ loss\ expectancy\ (SLE)}={Asset\ value\ (AV)\ }\times {\ Exposure\ factor\ (EF)}} 																											
lorentz factor 	0	 {\displaystyle a=c_{1}{\frac {Du_{1}}{u_{1}}}+\dotsb +c_{n}{\frac {Du_{n}}{u_{n}}}+Dv} 																											
lorentz factor 	0	 {\displaystyle Bo_{II}={\frac {v}{\sqrt {2\,g\,L_{c}}}}} 																											
lorentz factor 	2	 {\displaystyle \gamma ={\frac {1}{\sqrt {1-v^{2}/c^{2}}}}} 																											
lorentz factor 	0	 {\displaystyle m={\frac {(1+CurrencyDrainRatio)}{(CurrencyDrainRatio+DesiredReserveRatio)}}} 																											
lorentz factor 	0	 {\displaystyle j={\frac {K}{c_{p}\rho v}}\left({\frac {c_{p}\eta }{\lambda }}\right)^{2/3}} 																											
lorentz factor 	0	 {\displaystyle {\frac {\partial c}{\partial t}}=\nabla \cdot (D\nabla c)-\nabla \cdot ({\vec {v}}c)+R} 																											
lorentz factor 	0	 {\displaystyle {\frac {c}{n}}+\left(1-{\frac {1}{n^{2}}}\right)v} 																											
lorentz factor 	0	 {\displaystyle {\mathit {Bg}}={\frac {c_{\mathrm {D} }\rho v^{2}}{lg\rho _{\mathrm {b} }}}} 																											
lorentz factor 	0	 {\displaystyle \kappa ={\frac {v_{p}}{c}}={\frac {1}{\sqrt {\epsilon _{\text{r}}}}}} 																											
lorentz factor 	0	 {\displaystyle (\lambda x.u)v\	\triangleright _{c}\	u[v/x]} 																									
lorentz factor 	0	 {\displaystyle m={\frac {m_{0}}{\sqrt {1-(v/c)^{2}}}}} 																											
lorentz factor 	0	 {\displaystyle {\frac {1}{v\left[\left({p_{0}}/{p}\right)-1\right]}}={\frac {c-1}{v_{\mathrm {m} }c}}\left({\frac {p}{p_{0}}}\right)+{\frac {1}{v_{m}c}},\qquad (1)} 																											
lorentz factor 	0	 {\displaystyle x=c\cosh {\frac {v}{c}}\cos u} 																											
lorentz factor 	0	 {\displaystyle \epsilon ={\tfrac {1}{2}}v^{2}-\mu /r=constant={\tfrac {1}{2}}C_{3}} 																											
lorentz factor 	0	 {\displaystyle v={\frac {c}{n}}} 																											
lorentz factor 	0	 {\displaystyle f_{r}=f_{t}\left({\frac {1+v/{c'}}{1-v/c'}}\right)} 																											
lorentz factor 	0	 {\displaystyle {\mathit {Ma}}={\frac {v}{c}}} 																											
lorentz factor 	0	 {\displaystyle {\mathit {Ec}}={\frac {v^{2}}{c_{p}\Delta T}}} 																											
lorentz factor 	0	 {\displaystyle n_{v}=n_{c}-n_{s}} 																											
lorentz factor 	0	 {\displaystyle a_{c}={\frac {v^{2}}{r}}} 																											
lorentz factor 	0	 {\displaystyle t={\frac {\lambda }{c-v}}={\frac {c}{(c-v)f_{s}}}={\frac {1}{(1-\beta )f_{s}}}} 																											
lorentz factor 	0	 {\displaystyle \tan(\phi )={\frac {u_{y}'}{u_{x}'}}={\frac {u_{y}}{(u_{x}-v)}}={\frac {\sin(\theta )}{(\cos(\theta )-v/c)}}} 																											
lorentz factor 	0	 {\displaystyle {\mathit {St}}={\frac {K}{\rho vc_{p}}}} 																											
lorentz factor 	0	 {\displaystyle n_{a}=n_{v}-n_{c}} 																											
lorentz factor 	0	 {\displaystyle {\mathit {Bz}}={\frac {\rho vc_{p}}{\varepsilon \sigma T^{3}}}} 																											
lorentz factor 	0	 {\displaystyle t'=\gamma \left(t-{\frac {vx}{c^{2}}}\right),x'=\gamma \left(x-vt\right)} 																											
mass-energy equivalence 	0	 {\displaystyle \varepsilon is[[Strain(materialsscience)|strain]]} 																											
mass-energy equivalence 	0	 {\displaystyle L(\lambda )=m_{\mathrm {b} }c_{\mathrm {b} }(\lambda )+m_{\mathrm {s} }c_{\mathrm {s} }(\lambda )} 																											
mass-energy equivalence 	0	 {\displaystyle OB\%={\frac {-1600}{Mol.wt.ofcompound}}\times (2X+(Y/2)+M-Z)} 																											
mass-energy equivalence 	0	 {\displaystyle P(i,j,k,m)\equiv d(c_{i},c_{j})\leq {\frac {m}{k+1}}} 																											
mass-energy equivalence 	0	 {\displaystyle \delta t=L\left({\frac {1}{v_{1}}}-{\frac {1}{v_{2}}}\right)\approx {\frac {Lc}{2p^{2}}}(m_{1}^{2}-m_{2}^{2})} 																											
mass-energy equivalence 	0	 {\displaystyle {\frac {1}{c^{2}}}{\frac {\partial ^{2}}{\partial t^{2}}}\psi -\nabla ^{2}\psi +{\frac {m^{2}c^{2}}{\hbar ^{2}}}\psi =0} 																											
mass-energy equivalence 	0	 {\displaystyle \varphi (\theta )=mR\theta +x+\sum _{n\neq 0}c_{n}e^{in\theta }} 																											
mass-energy equivalence 	0	 {\displaystyle c:=\langle g^{y},h^{y}\cdot m\rangle } 																											
mass-energy equivalence 	2	 {\displaystyle E=mc^{2}} 																											
mass-energy equivalence 	0	 {\displaystyle c_{m}=\left(4g\sigma /\rho \right)^{1/4}} 																											
mass-energy equivalence 	0	 {\displaystyle \lambda _{\mathrm {C} }={\frac {h}{mc_{0}}},} 																											
mass-energy equivalence 	0	 {\displaystyle E^{2}-|{\vec {p}}\,|^{2}c^{2}=m^{2}c^{4}} 																											
mass-energy equivalence 	0	 {\displaystyle S={\frac {1}{c}}\int {d^{4}x{\sqrt {-g}}{\frac {1}{2\mu }}}\times \left[\Phi R-{\frac {\omega (\Phi )}{\Phi }}(\partial _{\sigma }\Phi )^{2}-V(\Phi )+2\mu ~{\mathcal {L}}_{m}(g_{\mu \nu },\Psi )\right]} 																											
mass-energy equivalence 	0	 {\displaystyle {\frac {\ell x^{2}+mx+n}{(x-a)(x-b)(x-c)}}={\frac {A}{(x-a)}}+{\frac {B}{(x-b)}}+{\frac {C}{(x-c)}}} 																											
mass-energy equivalence 	0	 {\displaystyle e(c)=n\prod _{i=1}^{m}p_{i}(c_{i})} 																											
mass-energy equivalence 	0	 {\displaystyle \theta _{0}={\frac {1}{6\pi \epsilon _{0}}}{\frac {e^{2}}{m_{0}c^{3}}}} 																											
mass-energy equivalence 	0	 {\displaystyle m_{0}=c^{-1}{\sqrt {E^{2}/c^{2}-p^{2}}}} 																											
mass-energy equivalence 	0	 {\displaystyle M_{\rm {limit}}={\frac {\omega _{3}^{0}{\sqrt {3\pi }}}{2}}\left({\frac {\hbar c}{G}}\right)^{3/2}{\frac {1}{(\mu _{\text{e}}m_{\text{H}})^{2}}}} 																											
mass-energy equivalence 	0	 {\displaystyle c_{ij}=\sum _{k=1}^{m}a_{ik}b_{kj}} 																											
mass-energy equivalence 	0	 {\displaystyle m_{\mathrm {P} }={\sqrt {\frac {c\hbar }{G}}}} 																											
mass-energy equivalence 	0	 {\displaystyle \sigma _{total}={{\bigl (}\sigma _{sample}^{2}+\sigma _{calib}^{2}{\bigr )}}^{\frac {1}{2}}} 																											
mass-energy equivalence 	0	 {\displaystyle \eta _{th}is[[thermalefficiency]]} 																											
mass-energy equivalence 	0	 {\displaystyle cr(K_{m,n})=\lfloor n/2\rfloor \lfloor (n-1)/2\rfloor \lfloor m/2\rfloor \lfloor (m-1)/2\rfloor } 																											
mass-energy equivalence 	0	 {\displaystyle {\frac {1}{v\left[\left({p_{0}}/{p}\right)-1\right]}}={\frac {c-1}{v_{\mathrm {m} }c}}\left({\frac {p}{p_{0}}}\right)+{\frac {1}{v_{m}c}},\qquad (1)} 																											
