Name 	 Score 	 Formula 	 Identifier 
lagrangian operator 	 0 	 \displaystyle p={\frac {RT}{V-b}}-{\frac {a}{V^{5/3}}}	Q230907 
lagrangian operator 	 0 	 \displaystyle A=\{-V_{T}(V_{t})_{t=0}^{T}{\text{ is the price of a self-financing portfolio at each time}}\}	Acceptance set 
lagrangian operator 	 0 	 \displaystyle A=\{-V_{T}(V_{t})_{t=0}^{T}{\text{ is the price of a self-financing portfolio at each time}}\}	Static forces and virtual-particle exchange 
lagrangian operator 	 0 	 \displaystyle {\mathcal {L}}=T-V	Lagrangian operator 
lorentz factor 	 0 	 \displaystyle \langle x,v\rangle \geq c\,{\text{ and }}\langle y,v\rangle \leq c	maximum-margin hyperplane 
lorentz factor 	 0 	 \displaystyle \delta t=L\left({\frac {1}{v_{1}}}-{\frac {1}{v_{2}}}\right)\approx {\frac {Lc}{2p^{2}}}(m_{1}^{2}-m_{2}^{2})	Time of flight detector 
lorentz factor 	 0 	 \displaystyle f=\left({\frac {c+v_{\text{r}}}{c+v_{\text{s}}}}\right)f_{0}	Doppler effect 
lorentz factor 	 0 	 \displaystyle S_{v}(f)={\frac {A^{2}}{2}}{\frac {cf_{0}^{2}}{c^{2}\pi ^{2}f_{0}^{4}+(f-f_{0})^{2}}},	Oscillator linewidth 
lorentz factor 	 0 	 \displaystyle {\mathit {Bg}}={\frac {c_{\mathrm {D} }\rho v^{2}}{lg\rho _{\mathrm {b} }}}	Bagnold number 
lorentz factor 	 0 	 \displaystyle \kappa ={\frac {v_{p}}{c}}={\frac {1}{\sqrt {\epsilon _{\text{r}}}}}	Electrical length 
lorentz factor 	 0 	 \displaystyle \theta =c\,\mathrm {Arth} \,{\frac {v}{c}}={\frac {c}{2}}\ln {\frac {1+{\dfrac {v}{c}}}{1-{\dfrac {v}{c}}}}	rapidity 
lorentz factor 	 0 	 \displaystyle {Single-\ loss\ expectancy\ (SLE)}={Asset\ value\ (AV)\ }\times {\ Exposure\ factor\ (EF)}	single loss expectancy 
lorentz factor 	 0 	 \displaystyle \gamma ={\frac {1}{\sqrt {1-({\frac {v}{c}})^{2}}}}	Charge invariance 
lorentz factor 	 0 	 \displaystyle Bo_{II}={\frac {v}{\sqrt {2\,g\,L_{c}}}}	Boussinesq number 
lorentz factor 	 0 	 \displaystyle \gamma ={\frac {1}{\sqrt {1-v^{2}/c^{2}}}}	Lorentz factor 
lorentz factor 	 0 	 \displaystyle j={\frac {K}{c_{p}\rho v}}\left({\frac {c_{p}\eta }{\lambda }}\right)^{2/3}	Colburn number 
lorentz factor 	 0 	 \displaystyle {\frac {\partial c}{\partial t}}=\nabla \cdot (D\nabla c)-\nabla \cdot ({\vec {v}}c)+R	convection–diffusion equation 
lorentz factor 	 0 	 \displaystyle v_{\text{P}}={\sqrt {\frac {G^{3}\hbar ^{3}}{c^{9}}}}	Planck volume 
lorentz factor 	 0 	 \displaystyle a=c_{1}{\frac {Du_{1}}{u_{1}}}+\dotsb +c_{n}{\frac {Du_{n}}{u_{n}}}+Dv	Liouville's theorem 
lorentz factor 	 0 	 \displaystyle {\frac {1}{v\left[\left({p_{0}}/{p}\right)-1\right]}}={\frac {c-1}{v_{\mathrm {m} }c}}\left({\frac {p}{p_{0}}}\right)+{\frac {1}{v_{m}c}},\qquad (1)	BET theory 
lorentz factor 	 0 	 \displaystyle {\frac {c}{n}}+\left(1-{\frac {1}{n^{2}}}\right)v	luminiferous aether 
lorentz factor 	 0 	 \displaystyle (\lambda x.u)v\;\triangleright _{c}\;u[v/x]	mean curvature flow 
lorentz factor 	 0 	 \displaystyle v={\frac {c}{n}}	dispersion 
lorentz factor 	 0 	 \displaystyle f_{r}=f_{t}\left({\frac {1+v/{c'}}{1-v/c'}}\right)	Continuous-wave radar 
lorentz factor 	 0 	 \displaystyle {\mathit {Ma}}={\frac {v}{c}}	Mach number 
lorentz factor 	 0 	 \displaystyle m={\frac {(1+CurrencyDrainRatio)}{(CurrencyDrainRatio+DesiredReserveRatio)}}	money multiplier 
lorentz factor 	 0 	 \displaystyle x=c\cosh {\frac {v}{c}}\cos u	catenoid 
lorentz factor 	 0 	 \displaystyle {\mathit {Ec}}={\frac {v^{2}}{c_{p}\Delta T}}	Eckert number 
lorentz factor 	 0 	 \displaystyle n_{v}=n_{c}-n_{s}	number of valid votes 
lorentz factor 	 0 	 \displaystyle m={\frac {m_{0}}{\sqrt {1-(v/c)^{2}}}}	mass in special relativity 
lorentz factor 	 0 	 \displaystyle \epsilon ={\tfrac {1}{2}}v^{2}-\mu /r=constant={\tfrac {1}{2}}C_{3}	characteristic energy 
lorentz factor 	 0 	 \displaystyle a_{c}={\frac {v^{2}}{r}}	centripetal acceleration 
lorentz factor 	 0 	 \displaystyle t={\frac {\lambda }{c-v}}={\frac {c}{(c-v)f_{s}}}={\frac {1}{(1-\beta )f_{s}}}	Relativistic Doppler effect 
lorentz factor 	 0 	 \displaystyle \tan(\phi )={\frac {u_{y}'}{u_{x}'}}={\frac {u_{y}}{(u_{x}-v)}}={\frac {\sin(\theta )}{(\cos(\theta )-v/c)}}	optical aberration 
lorentz factor 	 0 	 \displaystyle {\mathit {St}}={\frac {K}{\rho vc_{p}}}	Stanton number for heat transfer 
lorentz factor 	 0 	 \displaystyle n_{a}=n_{v}-n_{c}	number of abstentions 
lorentz factor 	 0 	 \displaystyle t'=\gamma \left(t-{\frac {vx}{c^{2}}}\right),x'=\gamma \left(x-vt\right)	Lorentz transformation 
lorentz factor 	 0 	 \displaystyle {\mathit {Bz}}={\frac {\rho vc_{p}}{\varepsilon \sigma T^{3}}}	Boltzmann number 
lorentz force 	 0 	 \displaystyle {\vec {F}}=q({\vec {E}}+{\vec {v}}\times {\vec {B}})	electromagnetic force 
mass-energy equivalence 	 0 	 \displaystyle \varepsilon is[[Strain(materialsscience)|strain]]	Ramberg–Osgood relationship 
mass-energy equivalence 	 0 	 \displaystyle L(\lambda )=m_{\mathrm {b} }c_{\mathrm {b} }(\lambda )+m_{\mathrm {s} }c_{\mathrm {s} }(\lambda )	Dichromatic reflectance model 
mass-energy equivalence 	 0 	 \displaystyle OB\%={\frac {-1600}{Mol.wt.ofcompound}}\times (2X+(Y/2)+M-Z)	oxygen balance 
mass-energy equivalence 	 0 	 \displaystyle \delta t=L\left({\frac {1}{v_{1}}}-{\frac {1}{v_{2}}}\right)\approx {\frac {Lc}{2p^{2}}}(m_{1}^{2}-m_{2}^{2})	Time of flight detector 
mass-energy equivalence 	 0 	 \displaystyle P(i,j,k,m)\equiv d(c_{i},c_{j})\leq {\frac {m}{k+1}}	complex normal distribution 
mass-energy equivalence 	 0 	 \displaystyle c:=\langle g^{y},h^{y}\cdot m\rangle 	ElGamal encryption 
mass-energy equivalence 	 0 	 \displaystyle E=mc^{2}	mass–energy equivalence 
mass-energy equivalence 	 0 	 \displaystyle {\frac {1}{c^{2}}}{\frac {\partial ^{2}}{\partial t^{2}}}\psi -\nabla ^{2}\psi +{\frac {m^{2}c^{2}}{\hbar ^{2}}}\psi =0	Klein–Gordon equation 
mass-energy equivalence 	 0 	 \displaystyle \varphi (\theta )=mR\theta +x+\sum _{n\neq 0}c_{n}e^{in\theta }	T-duality 
mass-energy equivalence 	 0 	 \displaystyle c_{m}=\left(4g\sigma /\rho \right)^{1/4}	Denny's paradox 
mass-energy equivalence 	 0 	 \displaystyle \lambda _{\mathrm {C} }={\frac {h}{mc_{0}}},	Compton wavelength 
mass-energy equivalence 	 0 	 \displaystyle E^{2}-|{\vec {p}}\,|^{2}c^{2}=m^{2}c^{4}	On shell and off shell 
mass-energy equivalence 	 0 	 \displaystyle \theta _{0}={\frac {1}{6\pi \epsilon _{0}}}{\frac {e^{2}}{m_{0}c^{3}}}	chronon 
mass-energy equivalence 	 0 	 \displaystyle m_{0}=c^{-1}{\sqrt {E^{2}/c^{2}-p^{2}}}	rest mass (invariant mass) or rest energy 
mass-energy equivalence 	 0 	 \displaystyle M_{\rm {limit}}={\frac {\omega _{3}^{0}{\sqrt {3\pi }}}{2}}\left({\frac {\hbar c}{G}}\right)^{3/2}{\frac {1}{(\mu _{\text{e}}m_{\text{H}})^{2}}}	Chandrasekhar limit 
mass-energy equivalence 	 0 	 \displaystyle \sigma _{total}={{\bigl (}\sigma _{sample}^{2}+\sigma _{calib}^{2}{\bigr )}}^{\frac {1}{2}}	Calibration of radiocarbon dates 
mass-energy equivalence 	 0 	 \displaystyle \eta _{th}is[[thermalefficiency]]	Diesel cycle 
mass-energy equivalence 	 0 	 \displaystyle cr(K_{m,n})=\lfloor n/2\rfloor \lfloor (n-1)/2\rfloor \lfloor m/2\rfloor \lfloor (m-1)/2\rfloor 	negative temperature 
mass-energy equivalence 	 0 	 \displaystyle {\frac {1}{v\left[\left({p_{0}}/{p}\right)-1\right]}}={\frac {c-1}{v_{\mathrm {m} }c}}\left({\frac {p}{p_{0}}}\right)+{\frac {1}{v_{m}c}},\qquad (1)	BET theory 
mass-energy equivalence 	 0 	 \displaystyle S={\frac {1}{c}}\int {d^{4}x{\sqrt {-g}}{\frac {1}{2\mu }}}\times \left[\Phi R-{\frac {\omega (\Phi )}{\Phi }}(\partial _{\sigma }\Phi )^{2}-V(\Phi )+2\mu ~{\mathcal {L}}_{m}(g_{\mu \nu },\Psi )\right]	Scalar-tensor theory 
mass-energy equivalence 	 0 	 \displaystyle i\hbar {\frac {\partial \Psi }{\partial t}}=(c{\hat {\boldsymbol {\alpha }}}\cdot {\hat {\boldsymbol {p}}}+mc^{2}{\hat {\beta }})\Psi 	Dirac equation 
mass-energy equivalence 	 0 	 \displaystyle V_{i}isthemembranepotentialofithcompartment	Compartmental modelling of dendrites 
mass-energy equivalence 	 0 	 \displaystyle \Delta f_{\text{FWHM}}={\sqrt {\frac {8kT\ln 2}{mc^{2}}}}f_{0}	Doppler broadening 
mass-energy equivalence 	 0 	 \displaystyle B(x,\mu )=f(x)-\mu ~\sum _{i=1}^{m}\log(c_{i}(x))~~~~~(2)	interior point method 
mass-energy equivalence 	 0 	 \displaystyle {\frac {\ell x^{2}+mx+n}{(x-a)(x-b)(x-c)}}={\frac {A}{(x-a)}}+{\frac {B}{(x-b)}}+{\frac {C}{(x-c)}}	Heaviside cover-up method 
mass-energy equivalence 	 0 	 \displaystyle e(c)=n\prod _{i=1}^{m}p_{i}(c_{i})	Configural frequency analysis 
mass-energy equivalence 	 0 	 \displaystyle c_{ij}=\sum _{k=1}^{m}a_{ik}b_{kj}	matrix multiplication algorithm 
mass-energy equivalence 	 0 	 \displaystyle c:=[(1+N)^{m}\cdot r^{N}\mod N^{2}]	Paillier cryptosystem 
mass-energy equivalence 	 0 	 \displaystyle [L_{m},L_{n}]=(m-n)L_{m+n}+{\frac {c}{12}}(m^{3}-m)\delta _{m+n,0}	Virasoro algebra 
mass-energy equivalence 	 0 	 \displaystyle m={\frac {(1+CurrencyDrainRatio)}{(CurrencyDrainRatio+DesiredReserveRatio)}}	money multiplier 
mass-energy equivalence 	 0 	 \displaystyle |Y^{X}/G|={\frac {1}{|G|}}\sum _{g\in G}m^{c(g)}	Pólya enumeration theorem 
mass-energy equivalence 	 0 	 \displaystyle Compliance={\frac {\Delta V}{\Delta P}}	pulmonary compliance 
mass-energy equivalence 	 0 	 \displaystyle \Delta (mc)\Delta r\geq \hbar /2	Heisenberg's uncertainty principle 
mass-energy equivalence 	 0 	 \displaystyle (x^{2}+y^{2})^{2}-(2m^{2}+c)x^{2}+(2m^{2}-c)y^{2}=0	hippopede 
mass-energy equivalence 	 0 	 \displaystyle Z_{1}\,\!theimpedanceofthegenerator	T pad 
mass-energy equivalence 	 0 	 \displaystyle m_{\mathrm {P} }={\sqrt {\frac {c\hbar }{G}}}	Planck mass 
mass-energy equivalence 	 0 	 \displaystyle cd={\frac {lm}{sr}}	candela 
mass-energy equivalence 	 0 	 \displaystyle 3+4referstotheprocessofaddingaswellastheoutcomeoftheprocess	Procept 
mass-energy equivalence 	 0 	 \displaystyle MR={\frac {SpringDisplacement}{WheelDisplacement}}	Motion ratio 
mass-energy equivalence 	 0 	 \displaystyle \sum \limits _{l'm'}{{M_{lm,l'm'}}\left({E,{\bf {k}}}\right){c_{l'm'}}\left(E,{\bf {k}}\right)=0}	Korringa–Kohn–Rostoker approximation 
mass-energy equivalence 	 0 	 \displaystyle r_{\mathrm {e} }={\frac {e^{2}}{4\pi \varepsilon _{0}m_{\mathrm {e} }c_{0}^{2}}}	classical electron radius 
mass-energy equivalence 	 0 	 \displaystyle R_{\infty }={\frac {\alpha ^{2}m_{e}c}{4\pi \hbar }}	Precision tests of QED 
mass-energy equivalence 	 0 	 \displaystyle {\Delta }S_{mix}=-R\sum _{i=1}^{N}c_{i}\ln {c_{i}}	Number theoretic Hilbert transform 
mass-energy equivalence 	 0 	 \displaystyle (m_{\mathrm {rest} })c^{2}={\sqrt {E_{\mathrm {total} }^{2}-(|\mathbf {p} |c)^{2}}}	rest mass 
mass-energy equivalence 	 0 	 \displaystyle c={\frac {C}{m}}	specific heat capacity 
mass-energy equivalence 	 0 	 \displaystyle t=s/c_{m}	Network performance 
mass-energy equivalence 	 0 	 \displaystyle {\frac {Energy\ consumed}{Built\ area}}	efficient energy use 
mass-energy equivalence 	 0 	 \displaystyle \mathbf {e} _{m+1}=\sum _{i=1}^{m}\ c_{i}\mathbf {e} _{i}	DIIS 
mass-energy equivalence 	 0 	 \displaystyle m={\frac {m_{0}}{\sqrt {1-(v/c)^{2}}}}	mass in special relativity 
mass-energy equivalence 	 0 	 \displaystyle c\equiv m^{e}{\pmod {n}}	Key encapsulation 
mass-energy equivalence 	 0 	 \displaystyle \sigma _{f}={\sqrt {\frac {kT}{mc^{2}}}}f_{0}	Doppler broadening 
mass-energy equivalence 	 0 	 \displaystyle E^{2}=p^{2}c^{2}+m^{2}c^{4}	energy-momentum relation 
mass-energy equivalence 	 0 	 \displaystyle \zeta ={\frac {c}{2{\sqrt {mk}}}}	damping 
mass-energy equivalence 	 0 	 \displaystyle f(A\mid m)=\prod _{p}\phi \left(A_{p}\mid A_{\text{base}}+r\sum _{c}C_{cp},\nu ^{-1}\right)	Bayesian tool for methylation analysis 
mass-energy equivalence 	 0 	 \displaystyle YouTube.com/llstylish	Geometric dimensioning and tolerancing 
mass-energy equivalence 	 0 	 \displaystyle E_{0}=m_{0}c_{0}^{2}	rest energy 
mechanical impedance 	 0 	 \displaystyle Z_{\mathrm {m} }=Z_{\mathrm {a} }A^{2}	mechanical impedance 
mechanical impedance 	 0 	 \displaystyle \displaystyle m{\big (}(A\cap Z)\cup (B\setminus Z){\big )}=p\,\operatorname {mes} (A)+(1-p)\operatorname {mes} (B)	standard probability space 
moment of inertia 	 0 	 \displaystyle \varepsilon is[[Strain(materialsscience)|strain]]	Ramberg–Osgood relationship 
moment of inertia 	 0 	 \displaystyle T_{raise}={\frac {Fd_{m}}{2}}\left({\frac {l+\pi \mu d_{m}}{\pi d_{m}-\mu l}}\right)={\frac {Fd_{m}}{2}}\tan {\left(\phi +\lambda \right)}	G Scorpii 
moment of inertia 	 0 	 \displaystyle U=-{\frac {GMm}{r}}	gravitational potential 
moment of inertia 	 0 	 \displaystyle JaroSim(s_{1},s_{2})=\left\{{\begin{array}{l l}{\frac {1}{3}}\left({\frac {m}{|s_{1}|}}+{\frac {m}{|s_{2}|}}+{\frac {m-t}{m}}\right)&amp;{\text{if }}m&gt;0\\0&amp;{\text{otherwise}}\end{array}}\right.	Jaro similarity 
moment of inertia 	 0 	 \displaystyle {\frac {r}{m}}-\ln(m)-1.24=0	Granger causality 
moment of inertia 	 0 	 \displaystyle e_{v}=m_{v}g_{v}r\ln \left({S \over r}\right)	Peek's law 
moment of inertia 	 0 	 \displaystyle r_{SOI}\approx a\left({\frac {m}{M}}\right)^{2/5}	sphere of influence 
moment of inertia 	 0 	 \displaystyle Fisresultantfinenessmodulus	Fineness modulus 
moment of inertia 	 0 	 \displaystyle {\mathit {Stk}}_{2}={\frac {r^{3}gm}{\nu ^{2}}}\left({\frac {1}{\rho }}-{\frac {1}{\rho _{\mathrm {b} }}}\right)	Stokes rotameter number 
moment of inertia 	 0 	 \displaystyle \theta =\pi -2b\int _{r_{\mathrm {min} }}^{\infty }{\frac {dr}{r^{2}{\sqrt {1-(b/r)^{2}-2U/mv_{\infty }^{2}}}}}	Impact parameter 
moment of inertia 	 0 	 \displaystyle net.assets\div net.premium.written	solvency ratio 
moment of inertia 	 0 	 \displaystyle {\vec {F}}_{g}=-{\frac {Gm_{1}m_{2}}{r^{2}}}{\hat {r}}	gravity 
moment of inertia 	 0 	 \displaystyle \Delta Weight_{front}=a{\frac {h}{w}}m	load transfer 
moment of inertia 	 0 	 \displaystyle {\vec {F}}=-{\frac {mv^{2}{\hat {r}}}{r}}	centripetal force 
moment of inertia 	 0 	 \displaystyle \rho _{k}=rank(A-\lambda _{i}I)^{k-1}-rank(A-\lambda _{i}I)^{k}\qquad (k=1,2,\ldots ,m_{i})	Polynomial basis 
moment of inertia 	 0 	 \displaystyle \ \Phi (\mathbf {r} )=R_{l}(r)Y_{lm}(\theta ,\phi )	Gaussian orbital 
moment of inertia 	 0 	 \displaystyle \forall r,s\in R,m,n\in M	Glossary of module theory 
moment of inertia 	 0 	 \displaystyle d(km)=130({\sqrt {hr(km)}}+{\sqrt {ht(km)}})	Kolchuga passive sensor 
moment of inertia 	 0 	 \displaystyle JaroWinklerDist(s_{1},s_{2})=1-JaroWinklerSim(s_{1},s_{2})	Jaro–Winkler distance 
moment of inertia 	 0 	 \displaystyle m={\frac {y_{end}-y_{start}}{x_{end}-x_{start}}}	Cooling flow 
moment of inertia 	 0 	 \displaystyle \eta _{th}is[[thermalefficiency]]	Diesel cycle 
moment of inertia 	 0 	 \displaystyle {m+n \choose r}=\sum _{k=0}^{r}{m \choose k}{n \choose r-k}	Vandermonde's identity 
moment of inertia 	 0 	 \displaystyle cr(K_{m,n})=\lfloor n/2\rfloor \lfloor (n-1)/2\rfloor \lfloor m/2\rfloor \lfloor (m-1)/2\rfloor 	negative temperature 
moment of inertia 	 0 	 \displaystyle c:=[(1+N)^{m}\cdot r^{N}\mod N^{2}]	Paillier cryptosystem 
moment of inertia 	 0 	 \displaystyle {\begin{aligned}m+n&amp;=n+m&amp;&amp;(m,n\in M)\\(m+n)+p&amp;=m+(n+p)&amp;&amp;(m,n,p\in M)\\m+0_{M}&amp;=m&amp;&amp;(m\in M)\\(-m)+m&amp;=0_{M}&amp;&amp;(m\in M)\\r(sm)&amp;=(rs)m&amp;&amp;(m\in M,\;r,s\in R)\\1_{R}m&amp;=m&amp;&amp;(m\in M)\\r(m+n)&amp;=rm+rn&amp;&amp;(m,n\in M,\;r\in R)\\(r+s)m&amp;=rm+sm&amp;&amp;(m\in M,\;r,s\in R)\end{aligned}}	module 
moment of inertia 	 0 	 \displaystyle H(m)\,\equiv \,xr+sk{\pmod {p-1}}	ElGamal signature scheme 
moment of inertia 	 0 	 \displaystyle m={\frac {(1+CurrencyDrainRatio)}{(CurrencyDrainRatio+DesiredReserveRatio)}}	money multiplier 
moment of inertia 	 0 	 \displaystyle {\vec {g}}=-{\frac {Gm_{\oplus }}{{R_{\oplus }}^{2}}}{\vec {r}}	gravity of Earth 
moment of inertia 	 0 	 \displaystyle R\geq 1-(1-r)m	Tanner graph 
moment of inertia 	 0 	 \displaystyle V_{i}isthemembranepotentialofithcompartment	Compartmental modelling of dendrites 
moment of inertia 	 0 	 \displaystyle \Delta (mc)\Delta r\geq \hbar /2	Heisenberg's uncertainty principle 
moment of inertia 	 0 	 \displaystyle 3+4referstotheprocessofaddingaswellastheoutcomeoftheprocess	Procept 
moment of inertia 	 0 	 \displaystyle J_{\mathrm {Q} }=\int r_{\mathrm {Q} }^{2}\mathrm {d} m	moment of inertia 
moment of inertia 	 0 	 \displaystyle d_{n}=M_{M_{p}}=2^{2^{p}-1}-1,p\ and\ 2^{p}-primes	double Mersenne number 
moment of inertia 	 0 	 \displaystyle JaroWinklerSim(s_{1},s_{2})=\left\{{\begin{array}{l l}JaroSim(s_{1},s_{2})+l\cdot p\cdot \left(1-JaroSim(s_{1},s_{2})\right)&amp;{\text{if }}JaroSim(s_{1},s_{2})&gt;b_{t}\\JaroSim(s_{1},s_{2})&amp;{\text{otherwise}}\end{array}}\right.	Jaro–Winkler similarity 
moment of inertia 	 0 	 \displaystyle r_{\mathrm {g} }={\frac {m\left\vert {\boldsymbol {v}}\times {\boldsymbol {B}}\right\vert }{qB^{2}}}	gyroradius 
moment of inertia 	 0 	 \displaystyle -{\frac {Gm_{1}m_{2}}{r^{2}}}=m_{2}A_{2}	orbit 
moment of inertia 	 0 	 \displaystyle V_{\text{Yukawa}}(r)=-g^{2}{\frac {e^{-kmr}}{r}},	Yukawa potential 
moment of inertia 	 0 	 \displaystyle RfD(mg/kg/day)={NOEL(mg/kg/day) \over Uf_{inter}*Uf_{intra}*Uf_{other}}	Reference dose 
moment of inertia 	 0 	 \displaystyle {\begin{aligned}R_{\ell }^{m}(\mathbf {r} )&amp;\equiv {\sqrt {\frac {4\pi }{2\ell +1}}}\;r^{\ell }Y_{\ell }^{m}(\theta ,\varphi )\\I_{\ell }^{m}(\mathbf {r} )&amp;\equiv {\sqrt {\frac {4\pi }{2\ell +1}}}\;{\frac {Y_{\ell }^{m}(\theta ,\varphi )}{r^{\ell +1}}}\end{aligned}}	solid harmonics 
moment of inertia 	 0 	 \displaystyle -{\frac {\hbar ^{2}}{2m}}{\frac {d^{2}R(r)}{dr^{2}}}+[E-V_{\textrm {eff}}(r)]R(r)=0	Langer correction 
moment of inertia 	 0 	 \displaystyle r=k(T)[\mathrm {A} ]^{m}[\mathrm {B} ]^{n}	reaction rate constant 
moment of inertia 	 0 	 \displaystyle cd={\frac {lm}{sr}}	candela 
moment of inertia 	 0 	 \displaystyle Z_{1}\,\!theimpedanceofthegenerator	T pad 
moment of inertia 	 0 	 \displaystyle e(rm,n)=e(m,rn)=re(m,n)	pairing 
moment of inertia 	 0 	 \displaystyle MR={\frac {SpringDisplacement}{WheelDisplacement}}	Motion ratio 
moment of inertia 	 0 	 \displaystyle {\vec {F}}_{bolt}=P_{max}\cdot A_{internal}	Bolt thrust 
moment of inertia 	 0 	 \displaystyle \log _{10}\left({\frac {N}{S}}\right)=-k\cdot r+m	Fractional Schrödinger equation 
moment of inertia 	 0 	 \displaystyle r=m/m_{\mathrm {d} }	mass ratio of water vapour to dry gas 
moment of inertia 	 0 	 \displaystyle F=G{\frac {m_{1}m_{2}}{r^{2}}}	gravitational constant 
moment of inertia 	 0 	 \displaystyle r_{\mathrm {e} }={\frac {e^{2}}{4\pi \varepsilon _{0}m_{\mathrm {e} }c_{0}^{2}}}	classical electron radius 
moment of inertia 	 0 	 \displaystyle L=N\,l,where''N''isthenumberofmonomers	Ideal chain 
moment of inertia 	 0 	 \displaystyle {\frac {Energy\ consumed}{Built\ area}}	efficient energy use 
moment of inertia 	 0 	 \displaystyle \left[-{\frac {\hbar ^{2}}{2m}}\nabla ^{2}+V(r)\right]\Psi (\mathbf {r} )=E\Psi (\mathbf {r} )	Heat kernel signature 
moment of inertia 	 0 	 \displaystyle |x_{n+1}-a|\leq K\cdot {|x_{n}-a|}^{d+1},forsomeK&gt;0.\!	Householder's method 
moment of inertia 	 0 	 \displaystyle {\begin{aligned}R^{-1}&amp;={\frac {1}{M^{2}}}\sum _{i\neq j}{\frac {m_{i}m_{j}}{\|{\vec {r}}_{i}-{\vec {r}}_{j}\|}}\\M&amp;=\sum _{i}m_{i}\\G\end{aligned}}	N-body units 
moment of inertia 	 0 	 \displaystyle f(A\mid m)=\prod _{p}\phi \left(A_{p}\mid A_{\text{base}}+r\sum _{c}C_{cp},\nu ^{-1}\right)	Bayesian tool for methylation analysis 
momentum 	 0 	 \displaystyle \Delta v\ =V_{e}\ln {\frac {m_{0}}{m_{1}}}	nuclear thermal rocket 
momentum 	 0 	 \displaystyle {\frac {\lambda }{1+\lambda }}\nabla \cdot (\mathbf {\Sigma } _{i}\nabla v)=\chi (C_{m}{\frac {\partial v}{\partial t}}+I_{\text{ion}})	Monodomain model 
momentum 	 0 	 \displaystyle \lambda ={\frac {h}{p}}={\frac {h}{mv}}	Wavelength of an electron 
momentum 	 0 	 \displaystyle e_{v}=m_{v}g_{v}r\ln \left({S \over r}\right)	Peek's law 
momentum 	 0 	 \displaystyle \delta t=L\left({\frac {1}{v_{1}}}-{\frac {1}{v_{2}}}\right)\approx {\frac {Lc}{2p^{2}}}(m_{1}^{2}-m_{2}^{2})	Time of flight detector 
momentum 	 0 	 \displaystyle \theta =\pi -2b\int _{r_{\mathrm {min} }}^{\infty }{\frac {dr}{r^{2}{\sqrt {1-(b/r)^{2}-2U/mv_{\infty }^{2}}}}}	Impact parameter 
momentum 	 0 	 \displaystyle v_{\mathrm {rms} }={\sqrt {{3RT} \over {M_{m}}}}	Root-mean-square speed 
momentum 	 0 	 \displaystyle {\frac {1}{2}}mv^{2}=eV_{ion}	Critical ionization velocity 
momentum 	 0 	 \displaystyle {\vec {F}}=-{\frac {mv^{2}{\hat {r}}}{r}}	centripetal force 
momentum 	 0 	 \displaystyle N_{mg}=B{\sqrt {\frac {l\sigma }{\eta v}}}	magnetic number 
momentum 	 0 	 \displaystyle m={\frac {(1+CurrencyDrainRatio)}{(CurrencyDrainRatio+DesiredReserveRatio)}}	money multiplier 
momentum 	 0 	 \displaystyle v=m/V	mass concentration of water vapour 
momentum 	 0 	 \displaystyle \Delta v=v_{\text{e}}\ln {\frac {m_{0}}{m_{f}}}	Tsiolkovsky rocket equation 
momentum 	 0 	 \displaystyle \sum _{i}m_{i}v_{i}^{2}	vis viva 
momentum 	 0 	 \displaystyle E_{D}={\frac {1}{4\pi \epsilon _{0}^{2}}}{\frac {ne^{3}\ln \Lambda }{m_{e}v_{Te}^{2}}}	Dreicer field 
momentum 	 0 	 \displaystyle {\frac {1}{v\left[\left({p_{0}}/{p}\right)-1\right]}}={\frac {c-1}{v_{\mathrm {m} }c}}\left({\frac {p}{p_{0}}}\right)+{\frac {1}{v_{m}c}},\qquad (1)	BET theory 
momentum 	 0 	 \displaystyle \int _{Y}^{*}H_{m-n}(A\cap f^{-1}(y))\,dH_{n}(y)\leq {\frac {v_{m-n}v_{n}}{v_{m}}}({\text{Lip }}f)^{n}H_{m}(A)	Eilenberg's inequality 
momentum 	 0 	 \displaystyle PI={\frac {v_{systole}-v_{diastole}}{v_{mean}}}	blood flow 
momentum 	 0 	 \displaystyle m={\frac {m_{0}}{\sqrt {1-(v/c)^{2}}}}	mass in special relativity 
momentum 	 0 	 \displaystyle TRevPAR=TotalRevenue/RoomsAvailable	TRevPAR 
momentum 	 0 	 \displaystyle SR={\frac {CompoundROR}{ABS(Avg.AnnualDD-10\%)}}	Sterling ratio 
momentum 	 0 	 \displaystyle B_{m}=\sum _{k=0}^{m}\sum _{v=0}^{k}(-)^{v}{\binom {k}{v}}{\frac {v^{m}}{k+1}}	Bernoulli number 
momentum 	 0 	 \displaystyle \Delta p=p_{i,x}-p_{f,x}=p_{i,x}-(-p_{i,x})=2p_{i,x}=2mv_{x}	kinetic theory 
momentum 	 0 	 \displaystyle {\bar {d}}=k{D_{v}\cdot R\cdot \nu _{m}\cdot \epsilon  \over D_{s}\cdot N\cdot \nu _{l}\cdot C_{s}}	Suspension polymerization 
momentum 	 0 	 \displaystyle T={\frac {1}{2}}mv^{2}	kinetic energy 
momentum 	 0 	 \displaystyle {\frac {L_{vap}}{T_{boiling}}}\approx 87-88{\frac {J}{Kmol}}	Trouton's ratio 
momentum 	 0 	 \displaystyle f(v)={\sqrt {\left({\frac {m}{2\pi kT}}\right)^{3}}}\,4\pi e^{-{\frac {mv^{2}}{2kT}}}	Maxwell–Boltzmann distribution 
