GoldID	Name	Formula	(Score,Rank)	DCG	nDCG
345	kinetic energy	E=nh\nu			
345	kinetic energy	Q=\left[m\left({}^{A}_{Z}\mathrm{X}\right)-m\left({}^{A}_{Z+1}\mathrm{X^{%\prime}}\right)\right]c^{2}			
345	kinetic energy	K=\frac{1}{2}Nm\overline{v^{2}}			
345	kinetic energy	\hat{p}=-i\hbar{\partial\over\partial x}\,.			
345	kinetic energy	\Delta\epsilon=\int v\,d(\Delta v)			
345	kinetic energy	H=kA\frac{T_{H}-T_{L}}{L}.			
345	kinetic energy	\lim\limits_{\tau\rightarrow+\infty}{\tau}^{-2}I(\tau)=0.			
345	kinetic energy	\psi(x)=\sum_{k_{+}}u_{k}(x)a_{k}e^{-iE(k)t}+\sum_{k_{-}}u_{k}(x)b^{\dagger}_{%k}e^{-iE(k)t},\,			
345	kinetic energy	\ell=2			
345	kinetic energy	0=\Delta M_{1}-\Delta M_{2}=\rho_{1}A_{1}v_{1}\,\Delta t-\rho_{2}A_{2}v_{2}\,\Deltat			
345	kinetic energy	E=-{Zk_{\mathrm{e}}e^{2}\over 2r_{n}}=-{Z^{2}(k_{\mathrm{e}}e^{2})^{2}m_{%\mathrm{e}}\over 2\hbar^{2}n^{2}}\approx{-13.6Z^{2}\over n^{2}}\mathrm{eV}			
345	kinetic energy	E=E_{i}-E_{f}=R_{\mathrm{E}}\left(\frac{1}{n_{f}^{2}}-\frac{1}{n_{i}^{2}}%\right)\,			
345	kinetic energy	E=mc^{2}			
345	kinetic energy	(E-mc^{2})\psi_{+}=\frac{1}{2m}\left[\sigma\cdot\left(p-\frac{e}{c}A\right)%\right]^{2}\psi_{+}+e\phi\psi_{+}			
345	kinetic energy	P=I^{2}R			
345	kinetic energy	U(x)=\frac{1}{2}kx^{2},			
345	kinetic energy	|P|=|S|\cos\varphi			
345	kinetic energy	I_{sp}g_{\mathrm{n}}=v_{e}			
345	kinetic energy	\mathbf{P}^{2}=-(E_{\mathrm{rest}}/c)^{2}=-(mc)^{2}.			
345	kinetic energy	=\int_{B}^{r_{0}}\vec{E}\cdot d\vec{l}+\int_{r_{0}}^{A}\vec{E}\cdot d\vec{l}=%\int_{B}^{A}\vec{E}\cdot d\vec{l}			
345	kinetic energy	N(T)=C_{L}(T)F(Z,T)pE(Q-T)^{2}			
345	kinetic energy	\overline{(\Delta x)^{2}}=2Dt=t\frac{32}{81}\frac{mu^{2}}{\pi\mu a}=t\frac{64}%{27}\frac{\frac{1}{2}mu^{2}}{3\pi\mu a},			
345	kinetic energy	-\frac{\hbar^{2}}{2m}\nabla^{2}\phi=i\hbar\frac{\partial}{\partial t}\phi.			
345	kinetic energy	\ v_{1}-v_{2}=u_{2}-u_{1}			
345	kinetic energy	\ m_{1}(v_{1}-u_{1})=m_{2}(u_{2}-v_{2})			
345	kinetic energy	\scriptstyle\gamma=1/\sqrt{1-{v^{2}}/{c^{2}}}			
345	kinetic energy	W=\int_{r_{0}}^{\infty}G\frac{Mm}{r^{2}}\,dr=G\frac{Mm}{r_{0}}.			
345	kinetic energy	F_{k}=\mu_{\mathrm{k}}F_{n}\,			
345	kinetic energy	\hat{T}_{n}=\frac{\mathbb{p}_{n}\cdot\mathbb{p}_{n}}{2m_{n}}			
345	kinetic energy	V=-\boldsymbol{\mu}\cdot\mathbb{B}			
345	kinetic energy	\mathbb{\hat{P}}=-i\hbar\nabla			
345	kinetic energy	L=|\mathbf{r}\times\mathbf{p}|=rmv=n\hbar			
345	kinetic energy	E=T+U=\frac{p^{2}}{2m_{e}}-\frac{Ze^{2}}{r}=\frac{m_{e}v^{2}}{2}-\frac{Ze^{2}}%{r}			
345	kinetic energy	T=\frac{Ze^{2}}{2r}			
345	kinetic energy	k_{B}T={m\overline{v^{2}}\over 3}			
345	kinetic energy	\displaystyle\frac{1}{2}m\overline{v^{2}}=\frac{3}{2}k_{B}T			
345	kinetic energy	A=\frac{1}{4}\frac{N}{V}v_{avg}=\frac{n}{4}\sqrt{\frac{8k_{B}T}{\pi m}}.\,			
345	kinetic energy	\gamma_{i}=3			
345	kinetic energy	\boldsymbol{\Omega}=\frac{wr}{I\boldsymbol{\omega}}			
345	kinetic energy	E=T+V			
345	kinetic energy	E=p^{2}/(2m)			
345	kinetic energy	\hat{p}_{x}=-i\hbar\frac{d}{dx}			
345	kinetic energy	E=0.772m_{1}(\Delta v)^{2}			
345	kinetic energy	\bar{E}\,=\,\frac{3}{2}k_{B}T_{k}			
345	kinetic energy	2\langle T\rangle=n\langle V_{\text{TOT}}\rangle.			
345	kinetic energy	h=			
345	kinetic energy	P=wc^{2}\rho			
345	kinetic energy	K_{\mathrm{a}}=\mathrm{\frac{[A^{-}][H^{+}]}{[HA]}}			
345	kinetic energy	W=0			
345	kinetic energy	Q=0			
345	kinetic energy	dV=0			
345	kinetic energy	y=mx+c			
345	kinetic energy	m\left({}^{A}_{Z}\mathrm{X}\right)c^{2}=m_{N}\left({}^{A}_{Z}\mathrm{X}\right)%c^{2}+Zm_{e}c^{2}-\sum_{i=1}^{Z}B_{i}			
345	kinetic energy	Q=\left[m\left({}^{A}_{Z}\mathrm{X}\right)-m\left({}^{A}_{Z-1}\mathrm{X^{%\prime}}\right)\right]c^{2}-B_{n}			
345	kinetic energy	{S^{\prime}=\ln W},\quad\Delta S^{\prime}=\int\frac{\mathrm{d}Q}{kT}.			
345	kinetic energy	p_{i}={\frac{e^{-{\varepsilon}_{i}/kT}}{\sum_{i=1}^{M}{e^{-{\varepsilon}_{i}/%kT}}}}			
345	kinetic energy	K=mv^{2}/2			
345	kinetic energy	=m\Omega^{2}r\ .			
345	kinetic energy	E=\hbar\omega/2			
345	kinetic energy	\mathrm{\Delta G=\Delta H-T\cdot\Delta S}.			
345	kinetic energy	(1-a)S\pi r^{2}=4\pi r^{2}\epsilon\sigma T^{4}			
345	kinetic energy	E_{0}=m_{0}c^{2}.			
345	kinetic energy	\mathsf{E}^{n}=\mathsf{M}^{p}\mathsf{L}^{q}\mathsf{T}^{r}=\mathsf{E}^{p-q-r}			
345	kinetic energy	U=-\mathbf{p}\cdot\mathbf{E}			
345	kinetic energy	k=1,2,3			
345	kinetic energy	\ X=|Z|\sin{\theta}\quad			
345	kinetic energy	U_{\mathbf{E}}=q\,V.\,			
345	kinetic energy	\Delta{}H_{\mathrm{vap}}=\Delta{}U_{\mathrm{vap}}+p\Delta\,V			
345	kinetic energy	\Delta E=\frac{1}{2}\alpha_{0}\left(T-T_{0}\right)P_{x}^{2}+\frac{1}{4}\alpha_%{11}P_{x}^{4}+\frac{1}{6}\alpha_{111}P_{x}^{6}			
345	kinetic energy	\alpha=\left(\frac{e}{q_{\text{P}}}\right)^{2}.			
345	kinetic energy	V=\frac{q_{1}q_{2}}{4\pi\epsilon_{0}|\mathbb{r}|}			
345	kinetic energy	E={mv^{2}\over 2}			
345	kinetic energy	dQ_{c}=T_{c}dS_{c}			
345	kinetic energy	\text{Power (W)}=0.85\times 62.5\times 2800\times 480\times 1.356			
345	kinetic energy	X_{\mathrm{L}}=2\pi fL			
345	kinetic energy	I_{fl}=0			
345	kinetic energy	E^{2}=p^{2}c^{2}+m^{2}c^{4}\;			
345	kinetic energy	W_{NP}=W_{T}-W_{C}-W_{CT}-W_{HT}-W_{A}\,			
345	kinetic energy	H(\mbox{Oe})=\frac{4\pi}{1000}\frac{I(\mbox{A})}{l(\mbox{m})}			
345	kinetic energy	E_{1}=\frac{\hbar^{2}\pi^{2}}{2mL^{2}}.			
345	kinetic energy	n_{x}=1,n_{y}=2			
345	kinetic energy	\widehat{\varepsilon}(\omega)=\varepsilon^{\prime}(\omega)+i\varepsilon^{%\prime\prime}(\omega)=\frac{D_{0}}{E_{0}}\left(\cos\delta+i\sin\delta\right).			
345	kinetic energy	U(\mathbf{r})=mg\,h(\mathbf{r}),			
345	kinetic energy	U=-\frac{GMm}{r},			
345	kinetic energy	U({r})=\frac{1}{4\pi\varepsilon_{0}}\frac{Qq}{r}.			
345	kinetic energy	\,\Delta U=mg\Delta h.			
345	kinetic energy	U=-m\sum G\frac{M}{r}			
345	kinetic energy	U(\mathbb{r})=\frac{1}{4\pi\varepsilon_{0}}\frac{Qq}{r}.			
345	kinetic energy	E_{n}=\hbar\omega\left(n+{1\over 2}\right)=(2n+1){\hbar\over 2}\omega.			
345	kinetic energy	\langle x\mid a^{\dagger}\mid 0\rangle=\psi_{1}~{},			
345	kinetic energy	P_{X}=\frac{X_{\uparrow}-X_{\downarrow}}{X_{\uparrow}+X_{\downarrow}}			
345	kinetic energy	QE=\frac{\Gamma_{rad}}{\Gamma_{nrad}+\Gamma_{rad}}.			
345	kinetic energy	dρ̂/dt=0			
345	kinetic energy	E_{S}=4\pi r_{S}^{2}\sigma T_{S}^{4}			
345	kinetic energy	U=uV			
345	kinetic energy	F_{c}=\frac{(Q_{tc}F_{s})}{Q_{ts}}			
345	kinetic energy	W_{1}={1\over 2}C_{1}V_{1}^{2}\,			
345	kinetic energy	{q}_{1}={q}_{2}+{q}_{3}+G			
345	kinetic energy	Q=C_{\mathrm{th}}\Delta T\,			
345	kinetic energy	\mathbf{F}_{jk}=-\nabla_{\mathbf{r}_{k}}V=-\frac{dV}{dr}\left(\frac{\mathbf{r}%_{k}-\mathbf{r}_{j}}{r_{jk}}\right),			
345	kinetic energy	\mathcal{L}_{EW}=\mathcal{L}_{K}+\mathcal{L}_{N}+\mathcal{L}_{C}+\mathcal{L}_{%H}+\mathcal{L}_{HV}+\mathcal{L}_{WWV}+\mathcal{L}_{WWVV}+\mathcal{L}_{Y}			
345	kinetic energy	\eta=\eta_{p}\eta_{v_{e}}			
345	kinetic energy	P=\frac{nm\overline{v^{2}}}{3}.			
345	kinetic energy	\gamma_{i}=1			
345	kinetic energy	\mathbf{p}=\mathbf{P}−q\mathbf{A}			
345	kinetic energy	\Delta T=l\frac{dT}{dz}			
345	kinetic energy	H(a)=H_{0}\sqrt{{\Omega_{k}a^{-2}+\Omega}_{m}a^{-3}+\Omega_{r}a^{-4}+\Omega_{%DE}a^{-3(1+w)}}			
345	kinetic energy	t_{0}=\int\limits_{0}^{1}\frac{da}{\dot{a}}			
345	kinetic energy	ΔS=0			
345	kinetic energy	\text{(1)}\qquad dU+\delta W=\delta Q=0,			
345	kinetic energy	P^{(1-\gamma)}T^{\gamma}=\operatorname{constant}.			
345	kinetic energy	ds^{2}=\left(v_{s}(t)^{2}f(r_{s}(t))^{2}-1\right)\,dt^{2}-2v_{s}(t)f(r_{s}(t))%\,dx\,dt+dx^{2}+dy^{2}+dz^{2}.			
345	kinetic energy	\psi(x)=\sum_{k}u_{k}(x)a_{k}e^{-iE(k)t},\,			
345	kinetic energy	b_{k\prime}=a^{\dagger}_{k}\ \mathrm{and}\ b^{\dagger}_{k\prime}=a_{k},\,			
345	kinetic energy	b_{k}|0\rangle=0			
345	kinetic energy	k=Ae^{-E_{a}/(k_{B}T)}			
345	kinetic energy	\sigma_{ax}(E)=1.3\times 10^{13}b\frac{C}{E_{p}}			
345	kinetic energy	R_{yy}(l)=\sum_{n\in Z}y(n)\,\overline{y}(n-l).			
345	kinetic energy	w=\epsilon+\frac{p}{\rho}			
345	kinetic energy	p_{1}=p_{0}=0.5			
345	kinetic energy	\nu={1\over T}.			
345	kinetic energy	v=\sqrt{Zk_{\mathrm{e}}e^{2}\over m_{\mathrm{e}}r}.			
345	kinetic energy	r_{1}={\hbar^{2}\over k_{\mathrm{e}}e^{2}m_{\mathrm{e}}}\approx 5.29\times 10^%{-11}\mathrm{m}			
345	kinetic energy	\,R_{\mathrm{E}}={1\over 2}(m_{\mathrm{e}}c^{2})\alpha^{2}			
345	kinetic energy	E_{n}=-{Z^{2}R_{\mathrm{E}}\over n^{2}}			
345	kinetic energy	E_{n}={R_{\mathrm{E}}\over 2n^{2}}			
345	kinetic energy	\tfrac{1}{2}m\overline{v^{2}}=\tfrac{3}{2}kT.			
345	kinetic energy	S=-\sum P_{i}\ln P_{i}.			
345	kinetic energy	p_{i}={\frac{1}{Q}}{e^{-{\varepsilon}_{i}/kT}}			
345	kinetic energy	{\frac{p_{i}}{p_{j}}}=e^{({\varepsilon}_{j}-{\varepsilon}_{i})/kT}			
345	kinetic energy	p_{i}={\frac{N_{i}}{N}}			
345	kinetic energy	\Psi_{\mathrm{total}}=\psi_{\mathrm{electronic}}\times\psi_{\mathrm{nuclear}}			
345	kinetic energy	E_{\mathrm{total}}=E_{\mathrm{electronic}}+E_{\mathrm{vibrational}}+E_{\mathrm%{rotational}}+E_{\mathrm{nuclear}}			
345	kinetic energy	H_{\mathrm{e}}(\mathbf{r,R})\;\chi(\mathbf{r,R})=E_{\mathrm{e}}\;\chi(\mathbf{%r,R})			
345	kinetic energy	\left[T_{\mathrm{n}}+E_{\mathrm{e}}(\mathbf{R})\right]\phi(\mathbf{R})=E\phi(%\mathbf{R})			
345	kinetic energy	\left[T_{\mathrm{n}}+E_{k}(\mathbf{R})\right]\;\phi_{k}(\mathbf{R})=E\phi_{k}(%\mathbf{R})\quad\mathrm{for}\quad k=1,\ldots,K,			
345	kinetic energy	\,P(K)=Ce^{-KE/T}=Cp^{K}.			
345	kinetic energy	\scriptstyle\sum_{n>0}Cnp^{n}=p/(1-p)			
345	kinetic energy	N=\int d\vec{r}|\psi(\vec{r})|^{2}			
345	kinetic energy	E=\int d\vec{r}\left[\frac{\hbar^{2}}{2m}|\nabla\psi(\vec{r})|^{2}+V(\vec{r})|%\psi(\vec{r})|^{2}+\frac{1}{2}U_{0}|\psi(\vec{r})|^{4}\right]			
345	kinetic energy	\ell=1			
345	kinetic energy	h(r)=\frac{\Omega^{2}}{2g}r^{2}+h(0)\ ,			
345	kinetic energy	\Delta Q(V_{a},V_{b};T^{+};V_{c},V_{d};T^{-})\,=\,\Delta Q(V_{a},V_{b};T^{+})%\,+\,\Delta Q(V_{c},V_{d};T^{-})\,=\,\int_{V_{a}}^{V_{b}}C^{(V)}_{T}(V,T^{+})%\,dV\,+\,\int_{V_{c}}^{V_{d}}C^{(V)}_{T}(V,T^{-})\,dV			
345	kinetic energy	\Delta S_{C}=Q_{C}/T_{C}			
345	kinetic energy	\eta_{I}=\frac{W}{Q_{H}}=1-\frac{T_{C}}{T_{H}}\quad\quad\quad\quad\quad\quad%\quad\quad\quad(1)			
345	kinetic energy	{E}=\begin{matrix}\frac{1}{2}\end{matrix}\hbar\omega\ .			
345	kinetic energy	\omega_{n}=c\sqrt{{k_{x}}^{2}+{k_{y}}^{2}+\frac{n^{2}\pi^{2}}{a^{2}}}			
345	kinetic energy	\frac{\langle E\rangle}{A}=\frac{-\hbar c\pi^{2}}{3\cdot 240a^{3}}.			
345	kinetic energy	A=-\left(\frac{\partial G}{\partial\xi}\right)_{P,T}.			
345	kinetic energy	\alpha\mu_{A}+\beta\mu_{B}=\sigma\mu_{S}+\tau\mu_{T}\,			
345	kinetic energy	\left(\frac{dG}{d\xi}\right)_{T,p}=\sum_{i=1}^{k}\mu_{i}\nu_{i}=\Delta_{r}G_{T%,p}			
345	kinetic energy	\sum_{i=1}^{k}\mu_{i}^{\ominus}\nu_{i}=\Delta_{r}G^{\ominus}			
345	kinetic energy	\mathrm{d}U=T\,\mathrm{d}S-p\,\mathrm{d}V+\mu\,\mathrm{d}n\!			
345	kinetic energy	k=k_{0}e^{{-E_{a}}/{k_{B}T}}			
345	kinetic energy	\Delta G=\Delta H-T\Delta S			
345	kinetic energy	E_{\gamma^{\prime}}=hf^{\prime}\!			
345	kinetic energy	E_{e}=m_{e}c^{2}.\!			
345	kinetic energy	E_{e^{\prime}}=\sqrt{(p_{e^{\prime}}c)^{2}+(m_{e}c^{2})^{2}}.			
345	kinetic energy	\lambda^{\prime}-\lambda=\frac{h}{m_{e}c}(1-\cos{\theta}).\,			
345	kinetic energy	\delta W=-P(dV-v\,dM)			
345	kinetic energy	\Delta E=E_{n+1}-E_{n}={dE\over dJ}(J_{n+1}-J_{n})={1\over T}\,\Delta J			
345	kinetic energy	\int_{0}^{2\pi}Ld\theta=2\pi L=nh.			
345	kinetic energy	E=(n+1/2)\hbar\omega,\ n=0,1,2,3,\dots~{},			
345	kinetic energy	R_{\mu\nu}-\frac{1}{2}R\,g_{\mu\nu}+\Lambda\,g_{\mu\nu}={8\pi G\over c^{4}}T_{%\mu\nu},			
345	kinetic energy	\theta=\pi-2\alpha			
345	kinetic energy	\theta=\pi			
345	kinetic energy	F_{B}=qvB\;			
345	kinetic energy	\scriptstyle r\;=\;R			
345	kinetic energy	{mv^{2}\over R}=qvB\;			
345	kinetic energy	E={1\over 2}mv^{2}=\frac{q^{2}B^{2}R^{2}}{2m}\;			
345	kinetic energy	f_{Load}=\frac{\text{Average load}}{\text{Maximum load in given time period}}			
345	kinetic energy	v=0			
345	kinetic energy	E_{rot}=\frac{l(l+1)\hbar^{2}}{2\mu r_{0}^{2}}\ \ \ \ \ l=0,1,2,...\,			
345	kinetic energy	E=Asf(\ell/A),			
345	kinetic energy	M=E/v^{2},\quad L=Sv/E,\quad t=S/E			
345	kinetic energy	\langle\mathfrak{p}\rangle=0.			
345	kinetic energy	\boldsymbol{\tau}=\mathbf{m}\times\mathbf{B}			
345	kinetic energy	U=-\mathbf{m}\cdot\mathbf{B}			
345	kinetic energy	\frac{\partial u}{\partial t}=\frac{1}{2}\frac{\partial^{2}u}{\partial x^{2}}.			
345	kinetic energy	I=\sum|\phi_{n}\rangle\langle\phi_{n}|.			
345	kinetic energy	-(E-e\phi)\psi_{-}+c\sigma\cdot\left(p-\frac{e}{c}A\right)\psi_{+}=mc^{2}\psi_%{-}			
345	kinetic energy	L=\frac{1}{6}m\ell^{2}\left[{\dot{\theta}_{2}}^{2}+4{\dot{\theta}_{1}}^{2}+3{%\dot{\theta}_{1}}{\dot{\theta}_{2}}\cos(\theta_{1}-\theta_{2})\right]+\frac{1}%{2}mg\ell\left(3\cos\theta_{1}+\cos\theta_{2}\right).			
345	kinetic energy	e^{s}=\sqrt{\frac{c+v}{c-v}}			
345	kinetic energy	p=\frac{mv}{\sqrt{1-\frac{v^{2}}{c^{2}}}}=mc\mbox{ sinh}(s)			
345	kinetic energy	\nabla\times\mathbf{E}=-\frac{\partial(\nabla\times\mathbf{A})}{\partial t}=-%\frac{\partial\mathbf{B}}{\partial t}			
345	kinetic energy	u_{ES}=\frac{1}{2}\varepsilon|\mathbf{E}|^{2}\,,			
345	kinetic energy	\Delta G=-nFE_{cell}			
345	kinetic energy	\mathcal{E}=-B\ell v,			
345	kinetic energy	E_{\mathrm{p}}=\frac{e^{2}}{8\pi\varepsilon_{0}r},			
345	kinetic energy	E_{\rm d}({\rm AB})=\sqrt{E_{\rm d}({\rm AA})E_{\rm d}({\rm BB})}+1.3(\chi_{%\rm A}-\chi_{\rm B})^{2}eV			
345	kinetic energy	1\;\text{eV}/c^{2}=\frac{(1.60217646\times 10^{-19}\;\text{C})\cdot 1\;\text{V%}}{(2.99792458\times 10^{8}\;\text{m}/\text{s})^{2}}=1.783\times 10^{-36}\;%\text{kg}.			
345	kinetic energy	=\frac{1\,239.84193\,\mbox{eV}\,\mbox{nm}}{\lambda\ \mbox{(nm)}}.			
345	kinetic energy	e=C_{v}T			
345	kinetic energy	p=\rho(\gamma-1)e-\gamma p^{0}\,			
345	kinetic energy	v_{0}=\sqrt{\frac{2GM}{r_{0}}}.			
345	kinetic energy	E=\frac{mc^{2}}{\sqrt{1-\frac{v^{2}}{c^{2}}}}=\frac{mc^{2}}{\sqrt{1-Z^{2}%\alpha^{2}}},			
345	kinetic energy	P=\pm P_{s}			
345	kinetic energy	P_{x}\left[\alpha_{0}\left(T-T_{0}\right)+\alpha_{11}P_{x}^{2}+\alpha_{111}P_{%x}^{4}\right]=0			
345	kinetic energy	P_{s}=\sqrt{-\frac{\alpha_{0}\left(T-T_{0}\right)}{\alpha_{111}}}			
345	kinetic energy	E_{x}=\alpha_{0}\left(T-T_{0}\right)P_{x}+\alpha_{11}P_{x}^{3}+\alpha_{111}P_{%x}^{5}			
345	kinetic energy	\log(Z[h])=\sum_{n,C}h(k_{1})h(k_{2})...h(k_{n})C(k_{1},...,k_{n})\,			
345	kinetic energy	\alpha=\frac{e^{2}}{\hbar c}.			
345	kinetic energy	W=\int_{\vec{x}_{1}}^{\vec{x}_{2}}{\vec{F}\cdot{\mathrm{d}\vec{x}}},			
345	kinetic energy	R=\frac{\mathrm{work}}{\mathrm{amount}\times\mathrm{temperature}}			
345	kinetic energy	V=V(\mathbb{r}_{1},\mathbb{r}_{2}\cdots\mathbb{r}_{N},t)			
345	kinetic energy	H\left|a\right\rangle=E_{a}\left|a\right\rangle.			
345	kinetic energy	\hat{T}=\frac{\mathbb{\hat{\Pi}}\cdot\mathbb{\hat{\Pi}}}{2m}=\frac{1}{2m}\left%(\mathbb{\hat{P}}-q\mathbb{A}\right)^{2}			
345	kinetic energy	V=q\phi			
345	kinetic energy	\,\!F_{0}=0			
345	kinetic energy	V(x)=\frac{1}{2}kx^{2}			
345	kinetic energy	x=x_{0}			
345	kinetic energy	V(x)\approx\frac{1}{2}x^{2}V^{(2)}(0)=\frac{1}{2}kx^{2}			
345	kinetic energy	dQ_{h}=T_{h}dS_{h}			
345	kinetic energy	R=Ef/(Ts+Th)			
345	kinetic energy	|U_{O}+U_{R}|^{2}=U_{O}U_{R}^{*}+|U_{R}|^{2}+|U_{O}|^{2}+U_{O}^{*}U_{R}			
345	kinetic energy	\rho=a^{-3\left(1+w\right)}.			
345	kinetic energy	H^{2}(z)=H_{0}^{2}\left(\Omega_{M}(1+z)^{3}+\Omega_{de}(1+z)^{3\left(1+w\right%)}\right).			
345	kinetic energy	H^{2}(z)=H_{0}^{2}\left(\Omega_{M}a^{-3}+\Omega_{de}a^{-3\left(1+w_{0}+w_{a}%\right)}e^{-3w_{a}(1-a)}\right).			
345	kinetic energy	E_{n}=-\frac{m_{e}c^{2}\alpha^{2}}{2n^{2}}			
345	kinetic energy	L_{z}\,|n,\ell,m\rangle=\hbar m\,|n,\ell,m\rangle.			
345	kinetic energy	\cos{\theta}_{\text{CB}}*=\varphi(\cos\theta+1)-1\,			
345	kinetic energy	\frac{\partial p}{\partial z}+\rho g=0.			
345	kinetic energy	\frac{S}{Nk}=\ln\left(\frac{VT^{\hat{c}_{v}}}{N\Phi}\right).\,			
345	kinetic energy	W_{in}=F_{i}\cdot\text{Length}\,			
345	kinetic energy	E_{\mathrm{stored}}={1\over 2}LI^{2}			
345	kinetic energy	E=\int_{t_{0}}^{t_{1}}\!P(t)\,dt=\frac{1}{2}LI(t_{1})^{2}-\frac{1}{2}LI(t_{0})%^{2}			
345	kinetic energy	I=\frac{P}{A}=\frac{P}{4\pi r^{2}}.\,			
345	kinetic energy	n_{\mathrm{osc}}=U_{p}/\omega			
345	kinetic energy	P_{g}=\exp\left(-\frac{2\pi W_{m}^{2}}{dW/dt}\right)			
345	kinetic energy	V=\frac{Ze}{a}\,\!			
345	kinetic energy	\mathcal{E}_{p}=k_{B}T			
345	kinetic energy	\sigma=\left\langle\cos\left(\frac{2\pi z_{i}}{d}\right)\left(\frac{3}{2}\cos^%{2}\theta_{i}-\frac{1}{2}\right)\right\rangle			
345	kinetic energy	\Delta\mathbf{L}=\int_{t_{1}}^{t_{2}}\boldsymbol{\tau}\mathrm{d}t\,\!			
345	kinetic energy	\mathbf{F}=q(\mathbf{E}+\mathbf{\dot{r}}\times\mathbf{B})			
345	kinetic energy	L=-mc^{2}\sqrt{1-\left(\frac{\dot{\mathbf{r}}}{c}\right)^{2}}+e\mathbf{A}(%\mathbf{r})\cdot\dot{\mathbf{r}}-e\phi(\mathbf{r})\,\!			
345	kinetic energy	\mathcal{E}=q\phi+\frac{1}{2}mv_{\parallel}^{2}+\frac{1}{2}mv_{\perp}^{2}			
345	kinetic energy	\nabla\cdot\mathbf{B}=0.			
345	kinetic energy	\gamma=5/3			
345	kinetic energy	\epsilon=L/M			
345	kinetic energy	\gamma=\frac{1}{\sqrt{1-v^{2}/c^{2}}}			
345	kinetic energy	E_{\mathrm{total}}=(m_{\mathrm{relative}})c^{2}\!			
345	kinetic energy	a=\sqrt{mkT}			
345	kinetic energy	f_{E}(E)dE=\frac{1}{(2\pi mkT)^{3/2}}e^{-E/kT}4\pi m\sqrt{2mE}dE=2\sqrt{\frac{%E}{\pi}}\left(\frac{1}{kT}\right)^{3/2}\exp\left(\frac{-E}{kT}\right)dE			
345	kinetic energy	f_{\epsilon}(\epsilon)\,d\epsilon=\sqrt{\frac{\epsilon}{\pi kT}}~{}\exp\left[%\frac{-\epsilon}{kT}\right]\,d\epsilon			
345	kinetic energy	T_{m}=\cfrac{4\pi^{2}m\nu^{2}c^{2}a^{2}}{k_{B}}.			
345	kinetic energy	E_{\mathrm{R}}=\frac{E_{\mathrm{\gamma}}^{2}}{2Mc^{2}}			
345	kinetic energy	x=2E_{e}/{m_{\mu}}c^{2}			
345	kinetic energy	P_{\mu}=|\mathbf{P}_{\mu}|			
345	kinetic energy	m_{n}=m_{d}-m_{p}+B_{d}-E_{rd}			
345	kinetic energy	M_{x}=\frac{M}{M_{\odot}}			
345	kinetic energy	BE=\frac{885.975\,M_{x}}{R-738.313\,M_{x}}			
345	kinetic energy	f_{B}=\frac{3}{100}E^{-4/5}yr^{-1}\;			
345	kinetic energy	E=\hbar\omega=\frac{\hbar^{2}k^{2}}{2m},			
345	kinetic energy	p=\hbar k			
345	kinetic energy	\phi_{n}(p,t)=\frac{1}{\sqrt{2\pi\hbar}}\int_{-\infty}^{\infty}\psi_{n}(x,t)e^%{-ik^{\prime}x}\,dx=\sqrt{\frac{\pi L}{\hbar}}\,\,\frac{n\left(1-(-1)^{n}e^{-%ik^{\prime}L}\right)e^{-i\omega_{n}t}}{\pi^{2}n^{2}-(k^{\prime})^{2}L^{2}}			
345	kinetic energy	p=\pm\hbar k_{n}			
345	kinetic energy	E_{n}=\frac{\hbar^{2}k_{n}^{2}}{2m}			
345	kinetic energy	E_{n}=\frac{n^{2}\hbar^{2}\pi^{2}}{2mL^{2}}=\frac{n^{2}h^{2}}{8mL^{2}}			
345	kinetic energy	L_{x}=L_{y}			
345	kinetic energy	n_{x}=2,n_{y}=1			
345	kinetic energy	P_{ij}=\tfrac{1}{2}(\vec{\sigma}_{i}\cdot\vec{\sigma}_{j}+1)\,.			
345	kinetic energy	\omega=\pm 90^{\circ}			
345	kinetic energy	\varepsilon(\omega)=1+\frac{8\pi^{2}e^{2}}{m^{2}}\sum_{c,v}\int W_{c,v}(E)%\left[\varphi(\hbar\omega-E)-\varphi(\hbar\omega+E)\right]\,dx.			
345	kinetic energy	\widehat{\varepsilon}=\varepsilon^{\prime}+i\frac{\sigma}{\omega}			
345	kinetic energy	\phi=-\begin{matrix}\frac{\pi}{2}\end{matrix}			
345	kinetic energy	\theta=\sin^{-1}(1)=\begin{matrix}\frac{\pi}{2}\end{matrix}=90^{\circ}			
345	kinetic energy	K_{\max}=h\left(f-f_{0}\right).			
345	kinetic energy	E^{2}=p^{2}c^{2}+m^{2}c^{4}.			
345	kinetic energy	\beta_{N}=\beta/(I/aB)			
345	kinetic energy	N_{1}+N_{2}=N			
345	kinetic energy	\frac{N_{2}}{N_{1}}=\exp{\frac{-(E_{2}-E_{1})}{kT}},			
345	kinetic energy	E_{n}=-\frac{1}{2}\frac{m_{\mathrm{e}}q_{\mathrm{e}}^{4}}{8h^{2}\varepsilon_{0%}^{2}}\frac{1}{n^{2}}=\frac{-6.8~{}\mathrm{eV}}{n^{2}}.			
345	kinetic energy	\,W=-\Delta U			
345	kinetic energy	W=\int_{C}\mathbb{F}\cdot\mathrm{d}\mathbb{x}=U(\mathbf{x}_{A})-U(\mathbf{x}_{%B})			
