GoldID	Score	Name	Formula	(Score,Rank)	DCG	nDCG
372	0	uniform motion	S_{v}p=\begin{bmatrix}v_{x}&0&0&0\\0&v_{y}&0&0\\0&0&v_{z}&0\\0&0&0&1\end{bmatrix}\begin{bmatrix}p_{x}\\p_{y}\\p_{z}\\1\end{bmatrix}=\begin{bmatrix}v_{x}p_{x}\\v_{y}p_{y}\\v_{z}p_{z}\\1\end{bmatrix}.			
372	0	uniform motion	\sum_{k=10^{n-2}}^{10^{n-1}-1}\log_{10}\left(1+\frac{1}{10k+d}\right)			
372	0	uniform motion	R=\frac{2m_{p}}{\pi}			
372	0	uniform motion	V={E}{l}\ \ \text{or}\ \ E=\frac{V}{l}.			
373	0	velocity	\mathbf{V}_{i}=\mathbf{V}+\boldsymbol{\omega}\times\mathbf{r}_{i}			
373	0	velocity	\ v_{2}=u_{2}			
373	0	velocity	v_{b}=\frac{C_{R}m_{a}(u_{a}-u_{b})+m_{a}u_{a}+m_{b}u_{b}}{m_{a}+m_{b}}			
373	0	velocity	\begin{smallmatrix}\sqrt{79.4^{2}\ +\ 62^{2}}\ =\ 100\end{smallmatrix}			
373	0	velocity	\tan(\theta)=u_{y}/u_{x}			
373	0	velocity	\boldsymbol{\omega}_{1}=\boldsymbol{\omega}_{2}			
373	0	velocity	Fehler:501			
373	0	velocity	\tfrac{1}{2}\rho u^{2}+P=\text{constant}			
373	0	velocity	v_{0}=\sqrt{\frac{2GM}{r_{0}}}.			
373	0	velocity	z=\frac{\lambda_{o}}{\lambda_{e}}-1=\sqrt{\frac{1+v/c}{1-v/c}}-1\approx\frac{v%}{c}\ .			
374	1	wavenumber	p=\hbar k			
374	0	wavenumber	y={1\over 2}{\omega^{2}m_{e}\over k_{m}^{2}k_{B}T_{e}}			
374	0	wavenumber	\frac{\mathrm{d}\theta}{\mathrm{d}x}=k			
374	0	wavenumber	x=0			
374	0	wavenumber	x=L			
374	2	wavenumber	k=\frac{2\pi}{\lambda}=\beta			
374	2	wavenumber	k_{0}=\frac{2\pi}{\lambda_{0}}=\frac{\omega}{c}			
375	0	work	dV=0			
375	0	work	\displaystyle CPI={EV\over AC}			
375	1	work	W_{F}=-\Delta U_{F}.\!			
375	0	work	\Delta P={(v_{2}^{2}-v_{1}^{2})\over 2}+\Delta zg+{\Delta p_{\mathrm{static}}%\over\rho}			
375	0	work	\hbar\omega=W_{\rm e}			
375	0	work	W=0			
375	0	work	Q=0			
375	0	work	ΔS=0			
375	0	work	\frac{d}{dx}\int_{a}^{x}f(t)\,dt=f(x).			
375	0	work	\Delta S_{C}=Q_{C}/T_{C}			
